a : -9.2871, 0 -> 0
b : 8.2761, 0 -> 1
c : 7.2720, 0 -> 0
d : 1.9285, 0 -> 6
a : 9.1922, 1 -> 3
b : 8.2343, 1 -> 5
c : -0.4027, 1 -> 6
d : 2.8341, 1 -> 2
a : 9.2312, 2 -> 3
b : 4.8992, 2 -> 0
c : 8.5517, 2 -> 6
d : -9.7762, 2 -> 2
a : -3.3673, 3 -> 4
b : 4.3110, 3 -> 1
c : -5.3686, 3 -> 5
d : 3.7983, 3 -> 7
a : -8.1648, 4 -> 6
b : 8.3636, 4 -> 4
c : 1.4807, 4 -> 1
d : 5.2045, 4 -> 1
a : 4.5883, 5 -> 4
b : -1.7518, 5 -> 3
c : -0.1994, 5 -> 6
d : -1.3128, 5 -> 0
a : 6.1293, 6 -> 5
b : -8.8862, 6 -> 7
c : 4.2855, 6 -> 2
d : 9.9220, 6 -> 1
a : -8.1994, 7 -> 7
b : -3.7985, 7 -> 5
c : -8.2763, 7 -> 7
d : 5.7518, 7 -> 3
c : 3.0782, 0 -> 0
c : 4.3019, 0 -> 3
a : -9.9357, 1 -> 7
a : -2.7679, 1 -> 7
a : 3.0356, 2 -> 6
c : 7.1580, 2 -> 6
c : 4.9341, 3 -> 7
c : 5.0102, 3 -> 7
d : 8.3432, 4 -> 3
c : -9.7701, 4 -> 0
b : 3.4301, 5 -> 5
d : -1.0768, 5 -> 5
d : 0.9093, 6 -> 7
d : 3.6634, 6 -> 3
d : 1.8277, 7 -> 2
b : -0.8314, 7 -> 5
