a : -9.2463, 0 -> 4
b : 7.3324, 0 -> 0
c : 4.9791, 0 -> 5
d : -9.1908, 0 -> 1
a : 5.4194, 1 -> 0
b : 1.5766, 1 -> 2
c : 7.0446, 1 -> 1
d : 2.6802, 1 -> 0
a : -9.7541, 2 -> 7
b : 8.0786, 2 -> 0
c : -4.2049, 2 -> 3
d : -3.0332, 2 -> 5
a : -1.0137, 3 -> 4
b : -6.7086, 3 -> 4
c : 8.5667, 3 -> 4
d : -8.0358, 3 -> 1
a : 1.5772, 4 -> 4
b : 9.9953, 4 -> 7
c : -3.4161, 4 -> 3
d : -0.3740, 4 -> 5
a : 0.3473, 5 -> 3
b : -0.3129, 5 -> 6
c : 8.9673, 5 -> 5
d : -3.9965, 5 -> 1
a : -5.7898, 6 -> 5
b : 1.7302, 6 -> 3
c : -2.8174, 6 -> 2
d : 1.7397, 6 -> 7
a : -3.9225, 7 -> 0
b : 2.3046, 7 -> 6
c : -7.5040, 7 -> 6
d : 3.5166, 7 -> 2
c : 0.2297, 0 -> 7
c : -9.7297, 0 -> 4
c : 1.1308, 1 -> 7
a : -8.9645, 1 -> 2
b : 0.8139, 2 -> 0
d : -6.2322, 2 -> 0
b : 1.0895, 3 -> 0
a : 4.6378, 3 -> 2
d : 1.8525, 4 -> 4
b : -3.3109, 4 -> 1
d : 0.5031, 5 -> 2
b : -7.4385, 5 -> 4
c : -9.7386, 6 -> 4
d : -1.8387, 6 -> 7
c : -7.1306, 7 -> 2
b : 3.5067, 7 -> 3
