a : -7.3862, 0 -> 3
b : -7.0205, 0 -> 2
c : 2.6994, 0 -> 5
d : 3.7642, 0 -> 0
a : 9.9956, 1 -> 7
b : -6.9171, 1 -> 5
c : -8.4076, 1 -> 1
d : -0.5743, 1 -> 3
a : 5.1775, 2 -> 1
b : -5.0332, 2 -> 3
c : 5.8560, 2 -> 2
d : 6.4813, 2 -> 5
a : -9.3482, 3 -> 2
b : -1.5508, 3 -> 2
c : -9.6616, 3 -> 5
d : 7.9163, 3 -> 6
a : -8.2778, 4 -> 2
b : 3.9529, 4 -> 2
c : -5.0961, 4 -> 2
d : -0.8378, 4 -> 0
a : 7.8105, 5 -> 7
b : -6.2542, 5 -> 0
c : 7.2432, 5 -> 3
d : 1.5986, 5 -> 4
a : -2.0202, 6 -> 6
b : 3.7748, 6 -> 3
c : 2.9374, 6 -> 3
d : 2.0349, 6 -> 4
a : -3.6958, 7 -> 0
b : 6.8403, 7 -> 3
c : -2.3564, 7 -> 3
d : 4.1711, 7 -> 4
c : -6.0190, 0 -> 7
c : 4.2519, 0 -> 7
b : -8.3775, 1 -> 7
d : 7.9303, 1 -> 6
c : -4.2845, 2 -> 4
a : -8.2363, 2 -> 1
c : 8.6548, 3 -> 1
d : 0.5023, 3 -> 6
c : 2.7638, 4 -> 1
a : 1.5079, 4 -> 6
c : -7.8787, 5 -> 3
c : 2.0083, 5 -> 1
c : -6.6283, 6 -> 3
c : 5.8612, 6 -> 4
c : -0.6312, 7 -> 6
d : -0.1751, 7 -> 5
