a : -8.9262, 0 -> 3
b : -1.8436, 0 -> 2
c : -4.0562, 0 -> 3
d : 0.9065, 0 -> 5
a : 4.8838, 1 -> 5
b : -7.8184, 1 -> 0
c : 9.8227, 1 -> 0
d : 4.9074, 1 -> 0
a : 7.0969, 2 -> 7
b : -2.0014, 2 -> 6
c : 5.7704, 2 -> 6
d : -6.7615, 2 -> 3
a : -1.8569, 3 -> 5
b : 1.4986, 3 -> 2
c : 5.0737, 3 -> 0
d : -4.7557, 3 -> 6
a : 8.9238, 4 -> 6
b : -3.6887, 4 -> 2
c : -2.8267, 4 -> 2
d : -3.1346, 4 -> 5
a : 7.3128, 5 -> 7
b : 2.4863, 5 -> 1
c : 9.6307, 5 -> 1
d : 9.2346, 5 -> 7
a : 2.2673, 6 -> 4
b : 7.8108, 6 -> 4
c : 7.2640, 6 -> 1
d : 1.0310, 6 -> 4
a : 9.3073, 7 -> 5
b : -0.6509, 7 -> 3
c : -0.8560, 7 -> 6
d : 4.7095, 7 -> 3
c : -8.9743, 0 -> 5
b : -4.4293, 0 -> 1
d : 9.4399, 1 -> 0
a : -6.8586, 1 -> 6
a : -1.3267, 2 -> 4
a : -0.0083, 2 -> 0
b : 0.9189, 3 -> 1
c : 2.3310, 3 -> 7
c : -8.9968, 4 -> 4
c : 9.2446, 4 -> 2
c : -1.2084, 5 -> 4
a : -3.8696, 5 -> 3
c : -9.0263, 6 -> 1
a : -1.5520, 6 -> 4
a : -0.8348, 7 -> 5
a : -0.2502, 7 -> 5
