a : 6.6244, 0 -> 4
b : 0.7665, 0 -> 7
c : 9.9106, 0 -> 4
d : 9.3975, 0 -> 6
a : -6.8721, 1 -> 7
b : 1.7668, 1 -> 2
c : -6.2195, 1 -> 6
d : 8.0473, 1 -> 2
a : 4.6889, 2 -> 2
b : 1.9759, 2 -> 5
c : -6.1962, 2 -> 1
d : 2.0310, 2 -> 0
a : -0.1647, 3 -> 5
b : 6.1787, 3 -> 2
c : 3.0573, 3 -> 5
d : 2.4697, 3 -> 4
a : 3.4653, 4 -> 2
b : -1.4384, 4 -> 1
c : 8.4218, 4 -> 7
d : 9.5864, 4 -> 1
a : 8.9075, 5 -> 3
b : -6.9140, 5 -> 3
c : -5.5105, 5 -> 5
d : 8.2957, 5 -> 5
a : -3.5768, 6 -> 5
b : -0.6511, 6 -> 6
c : -8.6902, 6 -> 3
d : 3.8031, 6 -> 2
a : -9.4056, 7 -> 0
b : -3.9180, 7 -> 5
c : 9.6833, 7 -> 2
d : 7.6012, 7 -> 1
a : 5.8334, 0 -> 1
c : -6.8977, 0 -> 4
d : -5.2306, 1 -> 2
b : -5.4101, 1 -> 6
d : -5.3430, 2 -> 0
b : 5.2001, 2 -> 7
b : 7.9695, 3 -> 3
a : 1.1933, 3 -> 0
b : 6.6680, 4 -> 6
a : 1.7981, 4 -> 1
a : 2.5307, 5 -> 5
b : -4.6008, 5 -> 5
c : 3.3557, 6 -> 6
b : -2.3345, 6 -> 6
d : -1.2192, 7 -> 4
d : 5.6694, 7 -> 7
