a : 4.6642, 0 -> 0
b : -6.6222, 0 -> 0
c : -3.0842, 0 -> 1
d : 6.4611, 0 -> 1
a : -3.9911, 1 -> 3
b : -3.3016, 1 -> 2
c : -4.9535, 1 -> 0
d : 9.4751, 1 -> 1
a : 9.3483, 2 -> 0
b : 2.6458, 2 -> 1
c : 1.6760, 2 -> 3
d : -6.8543, 2 -> 1
a : 1.3835, 3 -> 5
b : 0.0062, 3 -> 7
c : -0.5792, 3 -> 4
d : -6.1802, 3 -> 6
a : 8.6983, 4 -> 0
b : 6.8915, 4 -> 0
c : -8.0014, 4 -> 1
d : -2.7878, 4 -> 3
a : -9.7793, 5 -> 5
b : 1.4047, 5 -> 1
c : 9.0378, 5 -> 2
d : -1.4537, 5 -> 3
a : -0.1267, 6 -> 5
b : 3.8988, 6 -> 4
c : 2.4327, 6 -> 5
d : 1.0739, 6 -> 4
a : 3.9815, 7 -> 6
b : 1.4294, 7 -> 0
c : -3.9602, 7 -> 3
d : 7.0498, 7 -> 7
a : -8.4967, 0 -> 6
c : 6.8279, 0 -> 0
b : 2.5390, 1 -> 2
d : -8.2245, 1 -> 7
a : -3.0570, 2 -> 3
d : -3.5173, 2 -> 3
c : -3.7981, 3 -> 0
b : -6.5850, 3 -> 1
c : 1.4945, 4 -> 1
a : -8.2660, 4 -> 6
b : 3.1972, 5 -> 6
c : -2.5266, 5 -> 2
d : -2.9256, 6 -> 4
b : -6.0951, 6 -> 5
c : 3.2494, 7 -> 4
b : 3.7198, 7 -> 3
