a : -4.8117, 0 -> 5
b : 8.0969, 0 -> 0
c : 3.0734, 0 -> 4
d : -6.8831, 0 -> 0
a : 5.2422, 1 -> 7
b : -6.9011, 1 -> 2
c : 7.0478, 1 -> 0
d : -6.8019, 1 -> 6
a : 1.3321, 2 -> 0
b : -4.9332, 2 -> 5
c : -2.1358, 2 -> 5
d : 7.2582, 2 -> 7
a : 5.9231, 3 -> 4
b : 0.9767, 3 -> 4
c : 5.7090, 3 -> 0
d : 4.1849, 3 -> 7
a : -6.4007, 4 -> 0
b : 5.6161, 4 -> 7
c : -9.7467, 4 -> 0
d : -4.9119, 4 -> 0
a : -9.3446, 5 -> 4
b : 4.9591, 5 -> 7
c : -9.2076, 5 -> 4
d : 2.7553, 5 -> 1
a : -8.4228, 6 -> 0
b : -0.0189, 6 -> 5
c : -3.4263, 6 -> 4
d : 6.6709, 6 -> 1
a : -9.0581, 7 -> 0
b : 1.2889, 7 -> 2
c : 5.8201, 7 -> 0
d : -2.7527, 7 -> 6
a : -0.3868, 0 -> 5
d : -0.3255, 0 -> 6
c : -5.4922, 1 -> 2
d : -7.3368, 1 -> 6
c : -6.6703, 2 -> 0
c : -8.7518, 2 -> 4
d : 2.1839, 3 -> 3
c : 1.4079, 3 -> 1
b : 7.5386, 4 -> 0
c : -0.4470, 4 -> 4
d : -5.5604, 5 -> 2
d : -4.7097, 5 -> 5
b : 2.4424, 6 -> 7
c : 5.6136, 6 -> 2
b : 4.0657, 7 -> 6
a : 7.7230, 7 -> 0
c : -6.1263, 2 -> 3
