a : 2.5995, 0 -> 7
b : -6.3553, 0 -> 6
c : -9.9146, 0 -> 0
d : -0.0471, 0 -> 0
a : -3.9535, 1 -> 7
b : -2.2651, 1 -> 4
c : 6.1003, 1 -> 1
d : -2.9024, 1 -> 4
a : 4.7608, 2 -> 5
b : -6.7390, 2 -> 6
c : 0.7123, 2 -> 3
d : -5.5145, 2 -> 1
a : -5.5394, 3 -> 0
b : 3.5040, 3 -> 7
c : -9.3743, 3 -> 6
d : 6.5119, 3 -> 6
a : -7.4796, 4 -> 2
b : 3.1662, 4 -> 6
c : -9.1715, 4 -> 7
d : 6.3273, 4 -> 1
a : 4.1935, 5 -> 0
b : -9.6062, 5 -> 0
c : -9.0760, 5 -> 1
d : 0.4908, 5 -> 5
a : 8.5436, 6 -> 4
b : 7.6617, 6 -> 5
c : -0.9863, 6 -> 5
d : -4.6810, 6 -> 1
a : 7.9462, 7 -> 7
b : -7.8890, 7 -> 1
c : 1.9852, 7 -> 2
d : -0.2850, 7 -> 4
c : -1.7378, 0 -> 1
b : 7.7890, 0 -> 3
c : 4.4042, 1 -> 2
c : -5.0493, 1 -> 6
d : 7.5826, 2 -> 1
a : -7.3237, 2 -> 3
a : -6.2442, 3 -> 5
c : -7.9564, 3 -> 6
c : -1.7783, 4 -> 6
a : 5.6005, 4 -> 3
a : 3.4255, 5 -> 2
c : -4.2464, 5 -> 4
c : -7.6226, 6 -> 6
a : 5.6492, 6 -> 4
b : -4.7355, 7 -> 4
c : 9.1687, 7 -> 6
