a : -6.0603, 0 -> 1
b : 2.0986, 0 -> 7
c : -9.6950, 0 -> 3
d : -5.4288, 0 -> 6
a : -7.9553, 1 -> 0
b : 6.6239, 1 -> 5
c : 7.5980, 1 -> 7
d : -9.1406, 1 -> 4
a : 0.4422, 2 -> 7
b : 4.7053, 2 -> 7
c : 6.2475, 2 -> 4
d : 1.8515, 2 -> 7
a : 2.8741, 3 -> 7
b : 9.2645, 3 -> 1
c : 0.0710, 3 -> 3
d : 6.0905, 3 -> 3
a : 3.3995, 4 -> 4
b : -9.1687, 4 -> 0
c : -3.5985, 4 -> 7
d : -8.4831, 4 -> 0
a : 4.9393, 5 -> 1
b : 9.9295, 5 -> 4
c : -1.4593, 5 -> 7
d : 8.9082, 5 -> 1
a : 8.2091, 6 -> 0
b : -4.1795, 6 -> 3
c : -6.2957, 6 -> 3
d : -5.4712, 6 -> 7
a : 7.3314, 7 -> 5
b : -3.2887, 7 -> 6
c : 0.8442, 7 -> 2
d : -7.0286, 7 -> 1
a : -3.5217, 0 -> 7
d : -9.8894, 0 -> 0
c : 9.3871, 1 -> 4
c : 7.0608, 1 -> 4
d : -1.6456, 2 -> 3
d : -3.4310, 2 -> 0
d : 0.5905, 3 -> 4
d : 6.7419, 3 -> 0
c : -5.4767, 4 -> 3
c : -4.7798, 4 -> 2
c : 3.7497, 5 -> 7
c : -3.3249, 5 -> 6
a : 2.0338, 6 -> 5
c : 8.3616, 6 -> 5
a : -5.7966, 7 -> 1
d : -1.0528, 7 -> 3
