a : 3.0953, 0 -> 1
b : -0.8919, 0 -> 6
c : 7.2824, 0 -> 5
d : -7.2757, 0 -> 4
a : 7.4535, 1 -> 7
b : -2.9798, 1 -> 6
c : 4.3421, 1 -> 1
d : 4.4620, 1 -> 0
a : 8.9177, 2 -> 3
b : 9.8514, 2 -> 0
c : -5.2711, 2 -> 7
d : 0.0604, 2 -> 3
a : 6.6560, 3 -> 3
b : -8.6382, 3 -> 5
c : -7.8649, 3 -> 3
d : 9.3022, 3 -> 4
a : 6.7936, 4 -> 3
b : -4.7436, 4 -> 3
c : 7.2020, 4 -> 1
d : -6.7473, 4 -> 5
a : 1.9042, 5 -> 4
b : -9.0907, 5 -> 5
c : -3.6231, 5 -> 7
d : 7.9031, 5 -> 6
a : 9.1510, 6 -> 2
b : 7.1792, 6 -> 3
c : 0.0155, 6 -> 4
d : 8.2326, 6 -> 5
a : -9.3373, 7 -> 3
b : -3.6957, 7 -> 6
c : 3.3473, 7 -> 0
d : 2.2143, 7 -> 6
b : 8.1789, 0 -> 3
c : 1.0803, 0 -> 5
c : 8.2826, 1 -> 1
c : -2.7066, 1 -> 4
b : -6.1333, 2 -> 0
a : -5.4313, 2 -> 5
d : 1.0326, 3 -> 6
c : 7.6339, 3 -> 1
d : -2.5243, 4 -> 7
a : -7.6093, 4 -> 3
c : 0.3498, 5 -> 3
d : 9.7271, 5 -> 7
a : 2.8449, 6 -> 1
d : -5.7486, 6 -> 0
b : 5.5190, 7 -> 5
a : -1.2916, 7 -> 0
