a : 1.7981, 0 -> 5
b : -8.7586, 0 -> 3
c : -8.8892, 0 -> 3
d : -3.3833, 0 -> 1
a : -5.8565, 1 -> 7
b : 9.2054, 1 -> 7
c : -5.1692, 1 -> 7
d : 9.9871, 1 -> 0
a : -3.3680, 2 -> 7
b : 1.1586, 2 -> 4
c : 0.6965, 2 -> 7
d : 5.2087, 2 -> 5
a : 2.2972, 3 -> 4
b : -9.8971, 3 -> 4
c : 5.1659, 3 -> 4
d : -0.8242, 3 -> 7
a : -6.2565, 4 -> 0
b : 9.1554, 4 -> 1
c : -0.5019, 4 -> 6
d : 4.6615, 4 -> 6
a : 8.1605, 5 -> 1
b : 0.1342, 5 -> 2
c : -8.1304, 5 -> 7
d : -1.0477, 5 -> 2
a : 3.8925, 6 -> 0
b : 4.7875, 6 -> 2
c : 6.0324, 6 -> 6
d : -2.2900, 6 -> 0
a : 9.1847, 7 -> 0
b : -5.9408, 7 -> 5
c : -3.5991, 7 -> 0
d : -1.6738, 7 -> 7
a : 9.9622, 0 -> 3
b : -3.9900, 0 -> 5
c : 2.9471, 1 -> 3
a : 0.9054, 1 -> 4
d : 7.1847, 2 -> 5
c : 5.7297, 2 -> 2
c : 5.9477, 3 -> 2
a : -3.4679, 3 -> 4
a : 4.7921, 4 -> 3
d : -0.3625, 4 -> 0
c : 1.6726, 5 -> 3
a : -1.5696, 5 -> 7
c : 2.3392, 6 -> 4
c : -6.6525, 6 -> 1
a : -5.2600, 7 -> 3
b : 5.9700, 7 -> 2
