a : -5.6819, 0 -> 7
b : 0.3540, 0 -> 1
c : 8.7682, 0 -> 2
d : -3.8687, 0 -> 3
a : -2.8483, 1 -> 7
b : -7.2881, 1 -> 7
c : 6.1137, 1 -> 2
d : -1.5687, 1 -> 4
a : 4.7195, 2 -> 4
b : 4.4478, 2 -> 7
c : 5.2613, 2 -> 1
d : 4.0882, 2 -> 0
a : -6.0309, 3 -> 3
b : -5.3087, 3 -> 7
c : 8.6730, 3 -> 5
d : 4.7171, 3 -> 2
a : 1.5058, 4 -> 6
b : -4.3170, 4 -> 6
c : 2.3075, 4 -> 6
d : -6.9224, 4 -> 6
a : 4.9706, 5 -> 7
b : 8.6970, 5 -> 6
c : -4.0459, 5 -> 3
d : -1.6557, 5 -> 2
a : -8.8490, 6 -> 0
b : 0.8550, 6 -> 5
c : 0.3293, 6 -> 1
d : 3.1401, 6 -> 4
a : -4.0497, 7 -> 2
b : -3.0219, 7 -> 2
c : 8.1182, 7 -> 5
d : -0.7788, 7 -> 1
b : 5.1586, 0 -> 5
c : -4.2064, 0 -> 5
a : -4.5956, 1 -> 7
b : -6.6419, 1 -> 4
c : 0.6493, 2 -> 5
a : -9.7157, 2 -> 7
b : -1.7379, 3 -> 1
a : 1.4909, 3 -> 1
a : -5.0108, 4 -> 6
b : 6.9802, 4 -> 2
a : -5.8587, 5 -> 1
d : 4.1511, 5 -> 2
b : 4.5818, 6 -> 0
c : -8.0719, 6 -> 3
a : -4.9372, 7 -> 4
d : 2.0139, 7 -> 0
