a : 1.6322, 0 -> 3
b : -2.9393, 0 -> 0
c : 4.1497, 0 -> 4
d : 5.1702, 0 -> 1
a : -6.2232, 1 -> 4
b : 4.6915, 1 -> 0
c : -9.8845, 1 -> 7
d : 9.0609, 1 -> 0
a : -1.1988, 2 -> 5
b : -6.5764, 2 -> 7
c : 8.0019, 2 -> 7
d : 7.1665, 2 -> 2
a : -2.1359, 3 -> 4
b : -6.6194, 3 -> 0
c : -0.5917, 3 -> 3
d : 3.7639, 3 -> 5
a : -1.0729, 4 -> 3
b : -3.2787, 4 -> 7
c : 1.2360, 4 -> 2
d : 4.0638, 4 -> 3
a : -5.1335, 5 -> 7
b : 3.9570, 5 -> 2
c : -4.7625, 5 -> 5
d : -7.4919, 5 -> 2
a : 5.7690, 6 -> 7
b : -1.5414, 6 -> 7
c : -8.0464, 6 -> 4
d : 5.9243, 6 -> 5
a : 8.7636, 7 -> 7
b : 0.0464, 7 -> 7
c : -8.4846, 7 -> 0
d : 3.3236, 7 -> 0
b : 5.8493, 0 -> 3
a : -2.6526, 0 -> 2
b : 3.7762, 1 -> 3
b : -8.8973, 1 -> 7
b : 2.1537, 2 -> 7
d : -8.2947, 2 -> 0
b : -4.2920, 3 -> 2
c : -3.5153, 3 -> 2
d : 9.5964, 4 -> 1
d : -0.4866, 4 -> 3
d : 4.5828, 5 -> 1
c : -2.9818, 5 -> 5
b : -1.4048, 6 -> 5
b : 6.5662, 6 -> 5
d : 9.5550, 7 -> 6
b : 1.3966, 7 -> 7
