a : 9.9595, 0 -> 4
b : -0.0212, 0 -> 7
c : -0.4427, 0 -> 4
d : 4.7393, 0 -> 3
a : 5.0539, 1 -> 3
b : -0.5227, 1 -> 3
c : 3.3140, 1 -> 1
d : 2.6158, 1 -> 4
a : -5.2384, 2 -> 0
b : 8.6933, 2 -> 4
c : 3.5983, 2 -> 5
d : 7.2488, 2 -> 0
a : 7.3513, 3 -> 2
b : -5.2077, 3 -> 2
c : 0.9886, 3 -> 7
d : -3.6990, 3 -> 7
a : -1.2752, 4 -> 1
b : 3.0417, 4 -> 2
c : -9.8919, 4 -> 7
d : -1.2490, 4 -> 0
a : -2.6996, 5 -> 3
b : -5.8961, 5 -> 0
c : 4.9106, 5 -> 0
d : -9.3720, 5 -> 4
a : -6.2279, 6 -> 7
b : -7.7234, 6 -> 1
c : 2.2758, 6 -> 1
d : 2.3606, 6 -> 2
a : 6.1394, 7 -> 1
b : -0.4940, 7 -> 2
c : 3.1576, 7 -> 7
d : 0.9637, 7 -> 2
a : -1.6307, 0 -> 7
a : 3.2693, 0 -> 5
a : -9.9393, 1 -> 6
c : 0.9145, 1 -> 2
b : 6.1542, 2 -> 4
c : -2.1712, 2 -> 6
b : -2.9912, 3 -> 5
a : -0.7631, 3 -> 3
c : 8.8646, 4 -> 6
a : -6.4266, 4 -> 2
a : -2.7460, 5 -> 6
b : 6.1239, 5 -> 0
d : -0.7850, 6 -> 1
c : -6.7144, 6 -> 6
a : -0.0239, 7 -> 1
c : 3.8014, 7 -> 0
