a : -6.9648, 0 -> 6
b : 3.0075, 0 -> 3
c : -1.3702, 0 -> 3
d : 5.8777, 0 -> 4
a : 5.8610, 1 -> 0
b : -8.0066, 1 -> 0
c : 8.0727, 1 -> 3
d : -1.2418, 1 -> 5
a : -7.3399, 2 -> 2
b : -6.1236, 2 -> 3
c : -7.3855, 2 -> 7
d : 0.7593, 2 -> 6
a : 6.5171, 3 -> 2
b : -3.3758, 3 -> 2
c : 0.3288, 3 -> 5
d : 9.6668, 3 -> 4
a : 0.4036, 4 -> 2
b : -5.7586, 4 -> 4
c : -3.1517, 4 -> 2
d : 4.2333, 4 -> 2
a : -6.6074, 5 -> 0
b : -7.3050, 5 -> 5
c : -1.4369, 5 -> 4
d : 1.1384, 5 -> 0
a : 1.7662, 6 -> 0
b : 5.8114, 6 -> 5
c : -3.4204, 6 -> 5
d : 8.0307, 6 -> 4
a : 0.1905, 7 -> 7
b : 7.2451, 7 -> 3
c : -2.5611, 7 -> 2
d : -5.8604, 7 -> 4
a : 6.9471, 0 -> 3
a : 9.2263, 0 -> 7
a : 9.4322, 1 -> 5
b : -2.6450, 1 -> 1
a : 5.6639, 2 -> 6
d : -8.0239, 2 -> 4
c : 1.8843, 3 -> 4
d : -6.9375, 3 -> 5
b : 0.9594, 4 -> 4
a : 9.2185, 4 -> 6
b : -2.6182, 5 -> 5
b : -5.9067, 5 -> 6
b : 7.5231, 6 -> 2
b : -8.6373, 6 -> 4
a : 6.0496, 7 -> 7
d : -2.7348, 7 -> 4
c : -5.7476, 7 -> 1
