a : 7.4976, 0 -> 2
b : -3.0257, 0 -> 6
c : 8.0044, 0 -> 0
d : 1.9179, 0 -> 3
a : -5.6488, 1 -> 6
b : 4.7593, 1 -> 5
c : -3.5632, 1 -> 3
d : 0.5858, 1 -> 5
a : 4.1076, 2 -> 0
b : -4.2702, 2 -> 5
c : 6.8155, 2 -> 5
d : 4.0694, 2 -> 7
a : 7.1160, 3 -> 2
b : 9.9536, 3 -> 2
c : 1.2749, 3 -> 6
d : 2.9519, 3 -> 7
a : 3.0632, 4 -> 1
b : 8.6933, 4 -> 7
c : -4.9992, 4 -> 2
d : 5.5401, 4 -> 7
a : 1.9752, 5 -> 6
b : 0.2480, 5 -> 3
c : 1.9562, 5 -> 3
d : 5.3356, 5 -> 2
a : 7.5921, 6 -> 2
b : 1.0708, 6 -> 7
c : -9.5300, 6 -> 5
d : 4.0278, 6 -> 3
a : 6.9717, 7 -> 0
b : -6.8464, 7 -> 1
c : -3.6859, 7 -> 2
d : -2.5363, 7 -> 1
a : -9.2424, 0 -> 7
a : -7.0268, 0 -> 1
d : -9.2725, 1 -> 4
b : -9.8889, 1 -> 4
c : -5.0901, 2 -> 4
d : 8.7745, 2 -> 3
a : 7.2910, 3 -> 7
c : 8.1728, 3 -> 5
a : -2.1616, 4 -> 6
d : 5.4495, 4 -> 4
d : -1.3623, 5 -> 1
c : -0.4013, 5 -> 7
d : 3.8574, 6 -> 4
d : 8.0524, 6 -> 0
b : 7.2470, 7 -> 3
d : -7.7988, 7 -> 2
