a : 1.5074, 0 -> 3
b : -3.9165, 0 -> 3
c : 1.8565, 0 -> 3
d : 5.7934, 0 -> 5
a : -5.7324, 1 -> 3
b : 9.4949, 1 -> 6
c : 8.9670, 1 -> 6
d : -2.4778, 1 -> 1
a : 3.7477, 2 -> 2
b : 4.7656, 2 -> 5
c : -0.5693, 2 -> 2
d : 9.6494, 2 -> 7
a : 2.1029, 3 -> 7
b : -5.8633, 3 -> 0
c : 9.6422, 3 -> 5
d : -1.3309, 3 -> 2
a : -1.5890, 4 -> 2
b : 6.6101, 4 -> 6
c : 9.3846, 4 -> 0
d : 5.4708, 4 -> 5
a : -9.2994, 5 -> 0
b : 7.7928, 5 -> 7
c : -5.8763, 5 -> 2
d : -0.7260, 5 -> 6
a : 5.9908, 6 -> 5
b : 6.1008, 6 -> 7
c : 6.0735, 6 -> 5
d : 3.6541, 6 -> 6
a : -9.5102, 7 -> 1
b : -1.1092, 7 -> 4
c : -6.4897, 7 -> 1
d : 0.1820, 7 -> 1
d : 7.5632, 0 -> 3
a : -4.6353, 0 -> 0
a : 0.5824, 1 -> 6
d : -7.6906, 1 -> 6
a : 8.0620, 2 -> 2
b : 4.9286, 2 -> 0
c : 4.5471, 3 -> 4
c : -1.7243, 3 -> 2
d : 0.5081, 4 -> 4
a : 9.8930, 4 -> 4
d : 5.7125, 5 -> 3
c : 4.7554, 5 -> 4
b : 3.0836, 6 -> 2
d : 5.6770, 6 -> 7
c : -2.6822, 7 -> 6
b : 0.0054, 7 -> 3
