a : 8.9776, 0 -> 0
b : 1.8234, 0 -> 1
c : 0.3790, 0 -> 2
d : 9.6704, 0 -> 7
a : -4.9253, 1 -> 5
b : -1.1169, 1 -> 0
c : 4.3147, 1 -> 6
d : 6.5529, 1 -> 7
a : 7.3569, 2 -> 3
b : -2.7534, 2 -> 1
c : -0.4752, 2 -> 1
d : -0.8401, 2 -> 7
a : 1.1400, 3 -> 5
b : -1.3884, 3 -> 5
c : 7.5763, 3 -> 1
d : 7.7745, 3 -> 7
a : -7.1194, 4 -> 6
b : -2.8212, 4 -> 1
c : 1.9264, 4 -> 0
d : -6.3812, 4 -> 3
a : 0.6906, 5 -> 2
b : 2.7263, 5 -> 1
c : 8.1010, 5 -> 2
d : 2.6787, 5 -> 3
a : 6.5121, 6 -> 2
b : 4.2517, 6 -> 0
c : -6.1408, 6 -> 6
d : 7.5025, 6 -> 2
a : -9.9075, 7 -> 7
b : 8.4569, 7 -> 6
c : -1.1087, 7 -> 3
d : -5.0133, 7 -> 6
b : -6.0104, 0 -> 0
c : -3.5468, 0 -> 3
a : 0.5672, 1 -> 4
d : 0.5741, 1 -> 6
c : -9.9386, 2 -> 5
d : -4.8420, 2 -> 2
d : 9.1826, 3 -> 6
b : 2.3509, 3 -> 3
d : -2.5777, 4 -> 5
b : -9.4326, 4 -> 4
a : 4.7505, 5 -> 3
c : 5.9996, 5 -> 7
c : 4.0695, 6 -> 2
c : -0.3266, 6 -> 6
d : -4.9518, 7 -> 2
d : -7.3306, 7 -> 4
