a : 3.6131, 0 -> 4
b : -5.5987, 0 -> 4
c : -5.8791, 0 -> 4
d : 8.5243, 0 -> 0
a : -5.7915, 1 -> 1
b : -6.1662, 1 -> 7
c : 3.7449, 1 -> 5
d : 6.1593, 1 -> 3
a : -8.7955, 2 -> 1
b : -4.7880, 2 -> 4
c : 6.7962, 2 -> 2
d : -1.2343, 2 -> 6
a : 8.2559, 3 -> 5
b : -8.2372, 3 -> 0
c : 5.5849, 3 -> 5
d : -8.2151, 3 -> 6
a : -7.2623, 4 -> 6
b : 8.5480, 4 -> 0
c : 6.1111, 4 -> 3
d : -4.4584, 4 -> 1
a : -6.7061, 5 -> 0
b : -1.8056, 5 -> 3
c : 2.8409, 5 -> 6
d : -2.6201, 5 -> 3
a : 0.3068, 6 -> 1
b : 9.2016, 6 -> 7
c : -3.7780, 6 -> 7
d : -2.8271, 6 -> 7
a : 8.4767, 7 -> 1
b : -0.6861, 7 -> 2
c : -6.0728, 7 -> 3
d : -2.4454, 7 -> 2
a : -9.9937, 0 -> 2
a : 6.0776, 0 -> 7
c : -3.6731, 1 -> 6
c : 5.7516, 1 -> 3
b : -1.4939, 2 -> 2
b : 0.1239, 2 -> 2
d : -3.2795, 3 -> 6
a : 9.9966, 3 -> 2
b : 4.7066, 4 -> 3
d : -6.7293, 4 -> 7
b : -1.4210, 5 -> 0
b : 7.2760, 5 -> 5
c : 4.2922, 6 -> 4
d : 2.2200, 6 -> 2
a : -4.1655, 7 -> 2
c : 1.6685, 7 -> 4
