a : 2.4167, 0 -> 2
b : -5.5026, 0 -> 6
c : 0.0333, 0 -> 3
d : -9.9873, 0 -> 5
a : 8.3478, 1 -> 0
b : 6.3881, 1 -> 4
c : 8.2891, 1 -> 0
d : -9.3707, 1 -> 3
a : -9.6997, 2 -> 2
b : 2.0312, 2 -> 2
c : -9.1915, 2 -> 6
d : -5.8226, 2 -> 4
a : -5.0006, 3 -> 7
b : -8.9140, 3 -> 5
c : 5.6033, 3 -> 7
d : 9.7901, 3 -> 1
a : 9.6725, 4 -> 6
b : 2.2017, 4 -> 4
c : -2.8617, 4 -> 4
d : 1.7631, 4 -> 4
a : 7.6658, 5 -> 0
b : -1.7062, 5 -> 6
c : -0.3572, 5 -> 6
d : 1.5684, 5 -> 2
a : 7.8205, 6 -> 0
b : 2.4678, 6 -> 2
c : 6.0953, 6 -> 5
d : -0.6537, 6 -> 6
a : 3.4241, 7 -> 3
b : 9.8398, 7 -> 1
c : 7.4892, 7 -> 7
d : 1.3802, 7 -> 2
a : 7.4987, 0 -> 5
b : 0.1127, 0 -> 5
d : -8.7925, 1 -> 1
d : 6.7902, 1 -> 4
a : 8.4165, 2 -> 7
b : -9.3231, 2 -> 4
d : 8.2499, 3 -> 3
a : -5.1612, 3 -> 5
d : 1.2621, 4 -> 5
d : 0.8995, 4 -> 7
b : 8.3038, 5 -> 5
d : 1.3652, 5 -> 2
c : 7.0287, 6 -> 4
c : 3.5438, 6 -> 3
c : -5.9756, 7 -> 0
b : -6.4482, 7 -> 6
