a : -0.6597, 0 -> 4
b : 5.1904, 0 -> 3
c : 3.2691, 0 -> 4
d : -8.5221, 0 -> 1
a : -6.4038, 1 -> 5
b : -5.2964, 1 -> 1
c : 7.8433, 1 -> 2
d : -3.6238, 1 -> 6
a : -7.4053, 2 -> 3
b : -6.0743, 2 -> 2
c : -6.1115, 2 -> 5
d : 0.7979, 2 -> 2
a : -5.2980, 3 -> 4
b : 8.8414, 3 -> 4
c : -3.6839, 3 -> 7
d : 1.6003, 3 -> 6
a : -8.7947, 4 -> 7
b : 4.4990, 4 -> 6
c : 7.6743, 4 -> 4
d : 1.6220, 4 -> 7
a : 8.9877, 5 -> 7
b : -5.4978, 5 -> 1
c : -0.3325, 5 -> 3
d : -8.4471, 5 -> 5
a : 8.6276, 6 -> 7
b : -7.0515, 6 -> 2
c : 3.7231, 6 -> 0
d : 1.2863, 6 -> 1
a : -5.3670, 7 -> 5
b : 0.9877, 7 -> 4
c : -7.6856, 7 -> 5
d : 6.9537, 7 -> 0
c : -1.8773, 0 -> 3
a : 1.4973, 0 -> 5
b : 5.3500, 1 -> 7
b : -6.2621, 1 -> 4
a : 0.1514, 2 -> 7
c : 3.2555, 2 -> 6
d : 9.0899, 3 -> 0
b : -2.1246, 3 -> 7
d : 6.0533, 4 -> 5
d : -7.8507, 4 -> 2
d : -4.7622, 5 -> 2
c : -1.8521, 5 -> 0
b : -3.9267, 6 -> 0
a : -2.1421, 6 -> 1
d : 8.7899, 7 -> 1
a : 3.0218, 7 -> 3
