a : 5.5304, 0 -> 5
b : -8.3389, 0 -> 7
c : 2.7770, 0 -> 0
d : 4.2619, 0 -> 6
a : 7.1375, 1 -> 6
b : -2.5354, 1 -> 5
c : -4.1872, 1 -> 1
d : -9.7073, 1 -> 2
a : -6.1422, 2 -> 2
b : -1.9951, 2 -> 7
c : -5.5002, 2 -> 0
d : -3.2001, 2 -> 3
a : 7.1075, 3 -> 6
b : 9.1666, 3 -> 4
c : 8.1844, 3 -> 7
d : 6.8915, 3 -> 3
a : 0.2619, 4 -> 6
b : 7.9694, 4 -> 1
c : 9.2849, 4 -> 2
d : 4.5301, 4 -> 5
a : -5.9188, 5 -> 2
b : 0.2764, 5 -> 0
c : 1.5264, 5 -> 3
d : -7.3394, 5 -> 7
a : 5.4946, 6 -> 4
b : -8.3119, 6 -> 1
c : 5.3786, 6 -> 0
d : -7.7222, 6 -> 6
a : 5.4119, 7 -> 3
b : -9.8357, 7 -> 7
c : -0.9887, 7 -> 6
d : 6.3816, 7 -> 4
b : -9.7506, 0 -> 5
a : -6.1051, 0 -> 5
d : 4.0106, 1 -> 0
b : -1.5664, 1 -> 2
a : 3.2522, 2 -> 4
c : 2.7322, 2 -> 7
b : 0.7749, 3 -> 2
c : -4.2650, 3 -> 1
c : -0.9769, 4 -> 7
d : 2.6210, 4 -> 3
b : -4.2970, 5 -> 4
d : 8.5087, 5 -> 0
c : -9.7414, 6 -> 3
c : -5.7708, 6 -> 1
d : -2.4340, 7 -> 5
b : 1.5844, 7 -> 3
