a : 8.4471, 0 -> 1
b : -8.7319, 0 -> 5
a : 4.6573, 1 -> 7
b : -8.6110, 1 -> 7
a : 3.4121, 2 -> 6
b : -2.7737, 2 -> 2
a : -5.6227, 3 -> 5
b : -4.7496, 3 -> 1
a : -5.8464, 4 -> 0
b : 7.0913, 4 -> 5
a : -2.0530, 5 -> 3
b : 4.2271, 5 -> 0
a : 4.3618, 6 -> 5
b : -1.2128, 6 -> 5
a : -3.4562, 7 -> 4
b : -4.9835, 7 -> 1
a : 6.6748, 0 -> 0
a : 8.5772, 1 -> 4
b : -6.5840, 2 -> 5
a : -8.5331, 3 -> 1
a : 2.1604, 4 -> 4
b : 0.5910, 5 -> 7
a : -9.4579, 6 -> 1
b : -0.0434, 7 -> 3
a : 0.9438, 7 -> 6
a : 1.9825, 7 -> 2
