a : 5.9122, 0 -> 1
b : -6.0348, 0 -> 3
c : 6.5804, 0 -> 0
d : 0.4410, 0 -> 6
a : 3.0542, 1 -> 0
b : -3.3577, 1 -> 2
c : 8.8352, 1 -> 6
d : -7.3083, 1 -> 4
a : -7.1799, 2 -> 1
b : -0.2128, 2 -> 1
c : 8.0525, 2 -> 1
d : 1.1102, 2 -> 7
a : -6.2603, 3 -> 4
b : -0.2920, 3 -> 0
c : -8.9097, 3 -> 4
d : 1.9940, 3 -> 2
a : 0.1282, 4 -> 3
b : -2.9334, 4 -> 3
c : 1.9657, 4 -> 2
d : 5.5318, 4 -> 4
a : -7.8473, 5 -> 1
b : -1.0530, 5 -> 7
c : 9.0150, 5 -> 0
d : 0.6709, 5 -> 1
a : -6.4280, 6 -> 0
b : -2.5091, 6 -> 3
c : 8.2148, 6 -> 6
d : 7.7765, 6 -> 4
a : -7.6965, 7 -> 4
b : -8.3993, 7 -> 7
c : -3.1995, 7 -> 5
d : -3.7567, 7 -> 6
a : 3.5059, 0 -> 5
a : -1.8331, 0 -> 5
c : 9.8857, 1 -> 3
c : 5.8379, 1 -> 6
a : -5.5983, 2 -> 7
c : 9.4366, 2 -> 6
d : -2.8733, 3 -> 2
b : 1.8272, 3 -> 0
d : -8.1813, 4 -> 5
a : -0.7586, 4 -> 3
d : 6.5051, 5 -> 6
a : 1.8936, 5 -> 5
d : -3.4642, 6 -> 5
d : 6.7123, 6 -> 2
b : 4.9761, 7 -> 4
c : 7.0492, 7 -> 6
