a : -2.2884, 0 -> 5
b : 5.8954, 0 -> 2
c : -0.0358, 0 -> 6
d : 4.0102, 0 -> 2
a : -5.6667, 1 -> 0
b : -9.1301, 1 -> 1
c : -6.0412, 1 -> 2
d : -9.2479, 1 -> 1
a : 7.9067, 2 -> 5
b : -3.9448, 2 -> 6
c : 9.7492, 2 -> 2
d : -0.5314, 2 -> 7
a : 3.8847, 3 -> 3
b : -7.7327, 3 -> 5
c : -1.7495, 3 -> 6
d : 3.5290, 3 -> 2
a : -8.5269, 4 -> 6
b : -6.6680, 4 -> 3
c : 8.2541, 4 -> 3
d : 2.6087, 4 -> 5
a : 5.9996, 5 -> 4
b : 8.3803, 5 -> 0
c : -6.6134, 5 -> 7
d : 5.9672, 5 -> 0
a : -8.6389, 6 -> 3
b : -1.3727, 6 -> 0
c : 1.4591, 6 -> 0
d : -7.9150, 6 -> 1
a : -3.1654, 7 -> 7
b : 5.4742, 7 -> 6
c : -8.8565, 7 -> 5
d : -3.0569, 7 -> 7
a : -7.6663, 0 -> 6
c : 6.4231, 0 -> 5
b : 9.9171, 1 -> 3
c : 0.5879, 1 -> 7
b : -6.2539, 2 -> 7
b : 9.9115, 2 -> 3
c : -1.2123, 3 -> 4
c : 1.0656, 3 -> 1
c : 4.6745, 4 -> 3
a : -4.9959, 4 -> 5
a : -2.9558, 5 -> 3
d : 1.1708, 5 -> 5
b : -0.9981, 6 -> 5
a : 1.0726, 6 -> 3
b : -9.8018, 7 -> 4
c : 7.2327, 7 -> 1
