a : 1.6997, 0 -> 2
b : 3.8855, 0 -> 1
c : -2.7711, 0 -> 2
d : -8.3220, 0 -> 3
a : 3.3850, 1 -> 0
b : 0.5531, 1 -> 6
c : -8.1935, 1 -> 3
d : -3.5862, 1 -> 3
a : -8.7237, 2 -> 3
b : 0.2886, 2 -> 0
c : 4.3126, 2 -> 7
d : 7.0255, 2 -> 7
a : -1.2351, 3 -> 0
b : 8.7572, 3 -> 6
c : -5.8231, 3 -> 1
d : 0.3458, 3 -> 5
a : -3.4464, 4 -> 2
b : -2.4411, 4 -> 0
c : 2.4590, 4 -> 5
d : -7.4798, 4 -> 3
a : -2.3901, 5 -> 1
b : -3.1805, 5 -> 6
c : 2.6768, 5 -> 5
d : 9.1355, 5 -> 1
a : -4.9061, 6 -> 0
b : -5.4681, 6 -> 5
c : 1.7698, 6 -> 7
d : 3.7352, 6 -> 1
a : -7.0059, 7 -> 6
b : -4.9399, 7 -> 0
c : -5.9096, 7 -> 2
d : -9.7423, 7 -> 4
c : 1.4821, 0 -> 6
d : -3.4444, 0 -> 1
c : -0.3062, 1 -> 0
d : -4.4340, 1 -> 7
b : -6.6357, 2 -> 6
b : -2.3981, 2 -> 7
c : -1.2227, 3 -> 2
a : 9.3646, 3 -> 2
b : 0.4143, 4 -> 3
c : 7.1579, 4 -> 0
d : 6.4650, 5 -> 7
c : -5.5424, 5 -> 5
d : 7.0759, 6 -> 4
d : 4.4658, 6 -> 4
a : 8.7727, 7 -> 4
a : -5.0479, 7 -> 0
