a : 9.3606, 0 -> 7
b : 9.9066, 0 -> 5
c : -4.0748, 0 -> 3
d : 6.5429, 0 -> 0
a : -3.1766, 1 -> 1
b : 9.6327, 1 -> 7
c : -1.1839, 1 -> 3
d : -9.7468, 1 -> 6
a : -0.1521, 2 -> 2
b : 6.0829, 2 -> 4
c : -3.9778, 2 -> 7
d : -8.6882, 2 -> 7
a : -4.2770, 3 -> 6
b : -4.9676, 3 -> 4
c : -0.1785, 3 -> 6
d : 5.7027, 3 -> 5
a : 5.8128, 4 -> 6
b : -8.4485, 4 -> 5
c : -5.4081, 4 -> 5
d : 4.2691, 4 -> 4
a : -0.6925, 5 -> 1
b : 0.9262, 5 -> 5
c : 6.3011, 5 -> 3
d : 3.8376, 5 -> 2
a : -4.3258, 6 -> 2
b : 7.5545, 6 -> 1
c : -3.0937, 6 -> 1
d : 2.3785, 6 -> 5
a : 2.1056, 7 -> 5
b : 9.7226, 7 -> 6
c : 4.4902, 7 -> 7
d : -0.2862, 7 -> 5
a : -3.6892, 0 -> 2
c : 5.3633, 0 -> 3
b : 3.7404, 1 -> 5
b : -4.8853, 1 -> 6
d : 4.8900, 2 -> 7
a : 7.1619, 2 -> 5
a : -5.2470, 3 -> 6
b : 6.7293, 3 -> 6
d : -0.6486, 4 -> 7
b : 4.2471, 4 -> 5
a : 0.6378, 5 -> 2
c : 6.1798, 5 -> 2
a : -9.6799, 6 -> 6
d : -2.1060, 6 -> 2
c : -0.8055, 7 -> 1
a : 8.0681, 7 -> 7
