a : -3.8687, 0 -> 4
b : -2.0237, 0 -> 0
a : -1.9763, 1 -> 6
b : -7.5975, 1 -> 5
a : 8.5859, 2 -> 0
b : -7.4640, 2 -> 6
a : -9.1271, 3 -> 5
b : 6.4551, 3 -> 0
a : -1.7665, 4 -> 1
b : 2.2213, 4 -> 6
a : 1.6768, 5 -> 1
b : -0.2935, 5 -> 0
a : 9.9041, 6 -> 6
b : -4.9643, 6 -> 0
a : -7.6023, 7 -> 5
b : 7.5216, 7 -> 1
b : 8.3986, 0 -> 6
a : -8.7435, 1 -> 0
b : 8.6055, 2 -> 1
b : -6.3978, 3 -> 7
b : -8.3085, 4 -> 0
a : 6.4663, 5 -> 0
a : 3.0571, 6 -> 6
b : -3.2573, 7 -> 6
a : -0.1151, 5 -> 3
b : 5.0645, 0 -> 2
