a : 8.6945, 0 -> 1
b : -6.6799, 0 -> 6
c : 7.5261, 0 -> 7
d : -4.9670, 0 -> 6
a : 0.6420, 1 -> 1
b : -6.1190, 1 -> 4
c : 9.6746, 1 -> 7
d : 4.4469, 1 -> 7
a : 1.2252, 2 -> 7
b : -3.7863, 2 -> 1
c : -6.0705, 2 -> 2
d : 1.0353, 2 -> 6
a : -7.3249, 3 -> 1
b : -1.0076, 3 -> 0
c : -9.8167, 3 -> 4
d : -5.9697, 3 -> 0
a : 4.0957, 4 -> 4
b : 2.8563, 4 -> 6
c : 9.1347, 4 -> 0
d : 1.6877, 4 -> 7
a : -3.7049, 5 -> 1
b : 5.3245, 5 -> 4
c : -7.2439, 5 -> 6
d : 9.6632, 5 -> 6
a : -9.2218, 6 -> 4
b : -2.5982, 6 -> 7
c : 6.7418, 6 -> 2
d : -3.3559, 6 -> 0
a : -5.7305, 7 -> 2
b : -8.8991, 7 -> 2
c : 9.8692, 7 -> 6
d : -9.7883, 7 -> 6
c : 1.8442, 0 -> 3
a : 6.0441, 0 -> 4
a : 5.1863, 1 -> 6
a : 7.9905, 1 -> 3
a : 8.6743, 2 -> 0
d : 6.1748, 2 -> 3
c : -1.5736, 3 -> 5
c : 9.6617, 3 -> 0
d : -7.4273, 4 -> 0
d : 3.9481, 4 -> 2
b : 4.5223, 5 -> 0
c : -2.5795, 5 -> 3
c : -8.8508, 6 -> 4
a : -5.5490, 6 -> 7
d : -6.7698, 7 -> 7
d : 3.9804, 7 -> 4
