a : -0.1110, 0 -> 5
b : -5.4764, 0 -> 6
c : 7.8068, 0 -> 2
d : -1.4783, 0 -> 6
a : 8.6950, 1 -> 2
b : 3.1023, 1 -> 6
c : -6.2567, 1 -> 0
d : -3.8392, 1 -> 6
a : -1.0183, 2 -> 4
b : -2.2604, 2 -> 1
c : 7.0579, 2 -> 1
d : -5.6447, 2 -> 1
a : 5.1101, 3 -> 6
b : 4.3071, 3 -> 4
c : -2.2224, 3 -> 5
d : 7.7153, 3 -> 2
a : 9.7260, 4 -> 6
b : -9.2438, 4 -> 4
c : -9.7988, 4 -> 0
d : -7.7982, 4 -> 5
a : 4.2327, 5 -> 3
b : 0.1487, 5 -> 1
c : -0.5095, 5 -> 6
d : -1.1329, 5 -> 4
a : 1.1818, 6 -> 3
b : -9.4533, 6 -> 6
c : 0.0548, 6 -> 7
d : -2.0309, 6 -> 6
a : 6.5032, 7 -> 6
b : 8.2607, 7 -> 1
c : 0.0229, 7 -> 2
d : -9.5713, 7 -> 4
b : 5.9043, 0 -> 4
a : 5.5114, 0 -> 4
d : 4.8914, 1 -> 0
d : -6.7616, 1 -> 3
c : 1.4073, 2 -> 2
a : -1.3700, 2 -> 5
d : 6.8985, 3 -> 6
b : -4.2141, 3 -> 0
c : -8.0299, 4 -> 7
d : -8.5543, 4 -> 6
d : 8.1965, 5 -> 4
b : -6.9434, 5 -> 0
d : -1.5934, 6 -> 2
c : 4.1197, 6 -> 2
b : -9.9866, 7 -> 3
b : -4.7462, 7 -> 6
