a : -1.0997, 0 -> 4
b : 2.7875, 0 -> 6
c : -7.5927, 0 -> 0
d : -4.1256, 0 -> 4
a : 1.7875, 1 -> 2
b : -6.1502, 1 -> 7
c : 2.4003, 1 -> 2
d : -5.9469, 1 -> 3
a : -2.4334, 2 -> 4
b : 1.2302, 2 -> 2
c : 3.9596, 2 -> 4
d : -8.1197, 2 -> 5
a : 1.6143, 3 -> 1
b : -9.7954, 3 -> 0
c : -1.7892, 3 -> 7
d : 4.2174, 3 -> 5
a : 9.5006, 4 -> 3
b : -6.1783, 4 -> 2
c : 0.6300, 4 -> 6
d : -3.1748, 4 -> 6
a : 1.0626, 5 -> 4
b : 5.7177, 5 -> 0
c : -9.6247, 5 -> 5
d : -4.6990, 5 -> 3
a : 5.9408, 6 -> 6
b : 1.9227, 6 -> 5
c : -3.8719, 6 -> 6
d : 2.9380, 6 -> 7
a : 2.5208, 7 -> 5
b : -2.4051, 7 -> 5
c : -8.4266, 7 -> 0
d : 7.4350, 7 -> 3
a : -1.2117, 0 -> 3
c : 1.1328, 0 -> 7
b : 9.7307, 1 -> 0
d : 5.8606, 1 -> 5
b : 2.2543, 2 -> 6
c : 6.4943, 2 -> 0
c : 2.6434, 3 -> 0
a : 8.7650, 3 -> 3
c : -7.5688, 4 -> 2
a : 3.8006, 4 -> 4
d : -2.0147, 5 -> 7
c : 9.1822, 5 -> 1
b : 2.8084, 6 -> 4
c : -9.8695, 6 -> 5
a : 1.5718, 7 -> 6
a : 6.4773, 7 -> 6
