a : 7.1347, 0 -> 7
b : 1.8590, 0 -> 6
c : -9.4382, 0 -> 3
d : 9.7391, 0 -> 2
a : -5.4589, 1 -> 5
b : -4.7009, 1 -> 0
c : -2.4364, 1 -> 3
d : 2.8321, 1 -> 4
a : -9.4980, 2 -> 1
b : 9.5471, 2 -> 2
c : -6.6449, 2 -> 2
d : -9.4555, 2 -> 5
a : 8.1105, 3 -> 5
b : 2.3581, 3 -> 0
c : -8.5503, 3 -> 6
d : 3.0488, 3 -> 6
a : 3.0168, 4 -> 6
b : 3.4490, 4 -> 3
c : -8.0201, 4 -> 0
d : -9.4019, 4 -> 0
a : -0.4582, 5 -> 7
b : -6.4508, 5 -> 2
c : 9.2923, 5 -> 1
d : 3.1406, 5 -> 3
a : -9.1726, 6 -> 1
b : -3.0557, 6 -> 6
c : -4.8115, 6 -> 7
d : 7.1192, 6 -> 0
a : -2.0671, 7 -> 0
b : 1.6015, 7 -> 6
c : -9.0652, 7 -> 1
d : 1.0577, 7 -> 0
c : -0.8690, 0 -> 6
a : -3.1910, 0 -> 4
d : 0.7927, 1 -> 3
d : -6.2639, 1 -> 0
b : -0.9416, 2 -> 3
c : 3.4375, 2 -> 5
a : -3.9280, 3 -> 3
d : 7.5108, 3 -> 5
b : -9.4220, 4 -> 1
a : -9.1091, 4 -> 1
c : 8.8601, 5 -> 3
a : -9.8957, 5 -> 6
b : -3.1569, 6 -> 1
a : -6.1216, 6 -> 7
d : -6.8060, 7 -> 1
d : -4.4709, 7 -> 4
