a : -3.3985, 0 -> 4
b : -7.7532, 0 -> 3
c : 3.8344, 0 -> 1
d : 5.8203, 0 -> 0
a : -9.7539, 1 -> 2
b : -7.7323, 1 -> 1
c : -4.8351, 1 -> 7
d : -4.3365, 1 -> 5
a : -6.4026, 2 -> 2
b : -7.3093, 2 -> 7
c : 1.7259, 2 -> 2
d : -3.1232, 2 -> 0
a : 4.8358, 3 -> 0
b : -6.8261, 3 -> 7
c : 9.9007, 3 -> 5
d : -1.4897, 3 -> 2
a : 0.6304, 4 -> 4
b : -1.4760, 4 -> 3
c : 0.8028, 4 -> 0
d : -0.5988, 4 -> 2
a : 9.6555, 5 -> 0
b : -8.3341, 5 -> 4
c : 4.1652, 5 -> 6
d : -7.4362, 5 -> 2
a : 9.2421, 6 -> 5
b : 3.0464, 6 -> 7
c : -1.6428, 6 -> 7
d : -5.2091, 6 -> 3
a : -7.7065, 7 -> 6
b : 3.1565, 7 -> 2
c : -9.9765, 7 -> 5
d : 2.2160, 7 -> 2
b : 6.2855, 0 -> 3
b : 9.9116, 0 -> 0
d : -1.3827, 1 -> 5
b : -1.2069, 1 -> 1
a : -7.7292, 2 -> 2
c : 6.0443, 2 -> 0
d : -0.7725, 3 -> 2
b : 6.2716, 3 -> 1
d : -0.8728, 4 -> 0
d : 8.6308, 4 -> 5
b : 9.3152, 5 -> 0
d : 7.1834, 5 -> 5
c : 7.3693, 6 -> 2
a : -1.9388, 6 -> 1
d : 7.4865, 7 -> 1
b : -6.5976, 7 -> 0
