a : -7.4596, 0 -> 3
b : 4.9498, 0 -> 7
c : -2.9448, 0 -> 6
d : -2.8253, 0 -> 4
a : -0.3295, 1 -> 7
b : 0.8240, 1 -> 3
c : 4.0119, 1 -> 2
d : 4.7520, 1 -> 5
a : 7.2122, 2 -> 6
b : -8.6604, 2 -> 7
c : 8.4697, 2 -> 5
d : 2.9873, 2 -> 4
a : -1.7494, 3 -> 0
b : -2.0412, 3 -> 1
c : -2.4472, 3 -> 7
d : -8.5000, 3 -> 6
a : -3.3879, 4 -> 2
b : 2.0261, 4 -> 7
c : 9.3180, 4 -> 0
d : 1.4743, 4 -> 0
a : -0.3897, 5 -> 6
b : -4.4297, 5 -> 4
c : 6.7957, 5 -> 7
d : 7.1189, 5 -> 5
a : -7.9637, 6 -> 1
b : -7.8891, 6 -> 7
c : 1.8617, 6 -> 5
d : 6.8929, 6 -> 5
a : 2.1796, 7 -> 1
b : 9.4940, 7 -> 7
c : 1.6602, 7 -> 3
d : 6.8092, 7 -> 4
b : -6.0005, 0 -> 0
c : 1.0387, 0 -> 4
d : 4.7489, 1 -> 6
a : 0.4984, 1 -> 2
b : -6.2731, 2 -> 6
c : 1.7054, 2 -> 7
c : 3.8714, 3 -> 2
c : -8.3724, 3 -> 3
a : 9.8245, 4 -> 1
a : 4.6046, 4 -> 2
a : -1.9597, 5 -> 1
a : -9.6032, 5 -> 1
b : -9.5202, 6 -> 7
b : -4.2569, 6 -> 3
d : -5.3625, 7 -> 5
b : -6.1704, 7 -> 1
