a : 6.7117, 0 -> 7
b : 4.1050, 0 -> 6
c : -6.2636, 0 -> 3
d : -8.5204, 0 -> 0
a : -6.6707, 1 -> 3
b : 1.8681, 1 -> 2
c : 1.4121, 1 -> 7
d : 1.9182, 1 -> 5
a : -3.6198, 2 -> 5
b : -2.4461, 2 -> 4
c : 6.9454, 2 -> 3
d : -0.7699, 2 -> 3
a : 7.9213, 3 -> 5
b : -3.7213, 3 -> 6
c : 4.5942, 3 -> 6
d : -6.0690, 3 -> 2
a : 0.1666, 4 -> 4
b : 0.2457, 4 -> 3
c : -8.8047, 4 -> 7
d : -0.1961, 4 -> 4
a : 3.5342, 5 -> 5
b : -7.5921, 5 -> 1
c : -7.0592, 5 -> 7
d : 5.1891, 5 -> 5
a : -8.8506, 6 -> 5
b : 0.4688, 6 -> 1
c : 5.1401, 6 -> 5
d : 1.8991, 6 -> 1
a : 7.9806, 7 -> 7
b : -4.9931, 7 -> 6
c : 5.6457, 7 -> 4
d : -9.5179, 7 -> 2
c : 1.4663, 0 -> 5
c : 1.3187, 0 -> 3
d : -7.5301, 1 -> 7
d : -2.6878, 1 -> 1
c : 1.4328, 2 -> 1
b : -7.0952, 2 -> 5
c : -8.5158, 3 -> 7
c : -4.6559, 3 -> 2
c : 5.0770, 4 -> 2
b : -2.7141, 4 -> 1
a : -1.1890, 5 -> 1
d : 3.6485, 5 -> 1
d : -2.0239, 6 -> 7
a : -5.4830, 6 -> 0
d : 2.2829, 7 -> 6
b : -2.3749, 7 -> 2
