a : -4.3700, 0 -> 2
b : -5.4012, 0 -> 0
c : 0.9981, 0 -> 7
d : -8.9606, 0 -> 4
a : 1.2480, 1 -> 0
b : -3.3007, 1 -> 6
c : 0.0193, 1 -> 7
d : 6.5324, 1 -> 7
a : 4.2666, 2 -> 0
b : -7.8177, 2 -> 6
c : -4.7473, 2 -> 2
d : 2.1363, 2 -> 1
a : 4.5705, 3 -> 2
b : 5.6413, 3 -> 0
c : -2.5948, 3 -> 1
d : 9.4103, 3 -> 3
a : 1.3757, 4 -> 4
b : 9.4693, 4 -> 4
c : 2.0948, 4 -> 5
d : -8.9247, 4 -> 1
a : -9.7737, 5 -> 5
b : -6.4512, 5 -> 6
c : -1.4354, 5 -> 4
d : 6.1195, 5 -> 2
a : -6.9134, 6 -> 3
b : -2.0332, 6 -> 2
c : -9.1771, 6 -> 3
d : 1.2908, 6 -> 6
a : 4.3817, 7 -> 0
b : 9.1935, 7 -> 7
c : 5.4581, 7 -> 7
d : 7.6139, 7 -> 0
d : 4.4121, 0 -> 2
b : 3.7582, 0 -> 4
d : -5.2803, 1 -> 6
a : -3.1242, 1 -> 5
b : -8.2424, 2 -> 1
b : -5.9253, 2 -> 1
c : -1.6751, 3 -> 1
b : -6.1728, 3 -> 4
b : -8.8444, 4 -> 1
a : 2.9597, 4 -> 2
c : 8.3110, 5 -> 1
d : 2.9210, 5 -> 6
d : 1.2474, 6 -> 4
d : -5.5189, 6 -> 2
d : -1.9097, 7 -> 7
d : 2.0333, 7 -> 7
