a : -7.2631, 0 -> 4
b : -9.9125, 0 -> 0
c : 4.2742, 0 -> 2
d : -4.9038, 0 -> 5
a : -1.7063, 1 -> 2
b : -0.3584, 1 -> 1
c : -4.6454, 1 -> 3
d : -3.8630, 1 -> 2
a : -0.0299, 2 -> 5
b : -2.2988, 2 -> 0
c : -5.1461, 2 -> 7
d : -4.7098, 2 -> 1
a : -1.0339, 3 -> 0
b : -3.8111, 3 -> 1
c : 8.3920, 3 -> 6
d : -7.5826, 3 -> 3
a : -0.1354, 4 -> 0
b : 4.2851, 4 -> 6
c : 8.6911, 4 -> 4
d : 5.0005, 4 -> 4
a : 5.2555, 5 -> 2
b : 8.5068, 5 -> 5
c : 6.8402, 5 -> 6
d : 1.0679, 5 -> 3
a : 5.2610, 6 -> 0
b : -1.5704, 6 -> 2
c : -5.0255, 6 -> 4
d : 3.8438, 6 -> 6
a : 2.0696, 7 -> 5
b : -5.0310, 7 -> 5
c : -7.1444, 7 -> 5
d : 4.2023, 7 -> 6
a : -9.0955, 0 -> 4
c : -3.5011, 0 -> 4
c : 8.6139, 1 -> 1
a : 5.4131, 1 -> 4
d : 3.5792, 2 -> 7
a : -1.1187, 2 -> 7
b : 3.3084, 3 -> 3
c : -7.9421, 3 -> 0
c : -7.2379, 4 -> 3
d : 7.4075, 4 -> 2
c : -8.4748, 5 -> 0
d : -1.8861, 5 -> 0
c : 9.0277, 6 -> 3
a : -5.7466, 6 -> 3
c : 7.7240, 7 -> 5
d : -2.4815, 7 -> 2
