a : 9.3615, 0 -> 0
b : 6.7411, 0 -> 2
c : -7.5141, 0 -> 6
d : 5.8226, 0 -> 5
a : -3.2500, 1 -> 7
b : -4.8345, 1 -> 6
c : 7.5684, 1 -> 5
d : -7.6820, 1 -> 1
a : 4.2201, 2 -> 1
b : -4.3136, 2 -> 6
c : -4.5113, 2 -> 0
d : 9.3995, 2 -> 0
a : -7.9023, 3 -> 6
b : 0.4113, 3 -> 1
c : 0.6769, 3 -> 2
d : 1.8996, 3 -> 7
a : -5.8069, 4 -> 6
b : 9.5236, 4 -> 5
c : -3.0913, 4 -> 2
d : -5.0058, 4 -> 0
a : -5.8978, 5 -> 0
b : -0.1573, 5 -> 2
c : -0.8033, 5 -> 6
d : 7.3427, 5 -> 2
a : 7.7996, 6 -> 6
b : 0.0653, 6 -> 0
c : -4.2532, 6 -> 5
d : 8.3759, 6 -> 3
a : 5.4921, 7 -> 7
b : 9.4022, 7 -> 7
c : -4.2154, 7 -> 1
d : 5.5684, 7 -> 5
c : 5.1359, 0 -> 0
b : 2.5892, 0 -> 0
a : 1.2801, 1 -> 0
d : 1.3797, 1 -> 5
d : -8.2759, 2 -> 5
a : -1.8661, 2 -> 3
a : -9.7847, 3 -> 0
d : 7.4036, 3 -> 2
b : -9.6010, 4 -> 7
b : 4.1841, 4 -> 7
b : 8.3381, 5 -> 5
d : 2.3445, 5 -> 1
a : -8.2859, 6 -> 4
b : -7.3930, 6 -> 4
a : 3.5862, 7 -> 7
b : 5.2238, 7 -> 5
