a : 7.4828, 0 -> 2
b : 5.1072, 0 -> 1
c : -9.5318, 0 -> 5
d : 1.6524, 0 -> 7
a : -0.2127, 1 -> 6
b : -4.3761, 1 -> 0
c : 9.3656, 1 -> 2
d : -4.2580, 1 -> 2
a : -7.4687, 2 -> 7
b : 9.0982, 2 -> 6
c : -6.9849, 2 -> 0
d : 0.1753, 2 -> 6
a : -9.5394, 3 -> 1
b : 4.6335, 3 -> 0
c : 9.9201, 3 -> 6
d : 1.7898, 3 -> 0
a : 3.1849, 4 -> 5
b : 2.9519, 4 -> 1
c : -5.8375, 4 -> 1
d : -4.7325, 4 -> 2
a : 3.1148, 5 -> 5
b : -9.7520, 5 -> 1
c : -1.8345, 5 -> 0
d : 6.8715, 5 -> 2
a : -6.4842, 6 -> 6
b : -3.4165, 6 -> 5
c : 7.1778, 6 -> 5
d : -7.8645, 6 -> 0
a : -4.6459, 7 -> 1
b : -3.4872, 7 -> 1
c : -4.3028, 7 -> 5
d : -9.5003, 7 -> 1
b : 1.3607, 0 -> 4
a : 5.6755, 0 -> 2
d : -3.3855, 1 -> 0
d : 2.9769, 1 -> 5
a : 9.1015, 2 -> 1
a : 9.1218, 2 -> 7
c : -6.1616, 3 -> 7
d : -2.7706, 3 -> 3
b : 6.3338, 4 -> 1
b : -7.9380, 4 -> 5
c : 0.2477, 5 -> 0
c : -9.2336, 5 -> 4
d : -3.8715, 6 -> 6
b : -0.5773, 6 -> 0
d : 5.0529, 7 -> 2
a : 0.9547, 7 -> 7
c : -9.0714, 2 -> 3
