a : 1.2210, 0 -> 0
b : 8.3796, 0 -> 0
a : -4.9330, 1 -> 4
b : -6.8207, 1 -> 5
a : 6.2521, 2 -> 6
b : 1.1419, 2 -> 4
a : -2.6989, 3 -> 5
b : 2.3914, 3 -> 0
a : -6.2308, 4 -> 0
b : 1.5670, 4 -> 6
a : 3.2427, 5 -> 6
b : 9.5932, 5 -> 7
a : -8.0544, 6 -> 7
b : 1.0796, 6 -> 0
a : 7.3930, 7 -> 7
b : -5.5662, 7 -> 3
a : -7.6494, 0 -> 0
a : 8.1854, 1 -> 1
a : 1.5105, 2 -> 1
b : 4.0122, 3 -> 4
a : 5.5787, 4 -> 0
a : 7.3091, 5 -> 3
b : -2.8387, 6 -> 1
a : -8.9694, 7 -> 6
b : -9.0079, 0 -> 4
b : -3.0793, 7 -> 2
