a : -8.5196, 0 -> 0
b : -1.0643, 0 -> 3
c : 8.1507, 0 -> 4
d : -9.6513, 0 -> 1
a : 9.6462, 1 -> 7
b : -2.0954, 1 -> 7
c : 1.4871, 1 -> 4
d : 7.0967, 1 -> 5
a : 4.9836, 2 -> 1
b : -5.1713, 2 -> 4
c : 0.6691, 2 -> 3
d : 9.0775, 2 -> 4
a : -9.4602, 3 -> 5
b : -3.0182, 3 -> 5
c : 8.2656, 3 -> 3
d : 5.4755, 3 -> 6
a : -8.0618, 4 -> 1
b : 0.1021, 4 -> 0
c : 4.3247, 4 -> 6
d : 5.7236, 4 -> 0
a : 8.7973, 5 -> 4
b : 9.1720, 5 -> 7
c : -4.6051, 5 -> 5
d : 0.2948, 5 -> 7
a : 5.0495, 6 -> 0
b : -0.5378, 6 -> 6
c : 1.6211, 6 -> 1
d : 5.0368, 6 -> 1
a : -8.8117, 7 -> 7
b : 5.1565, 7 -> 3
c : 5.9145, 7 -> 6
d : -4.2343, 7 -> 0
c : -8.5090, 0 -> 5
a : -0.1077, 0 -> 5
c : 8.9565, 1 -> 1
d : -7.2740, 1 -> 5
d : -0.9539, 2 -> 1
d : -1.4407, 2 -> 0
d : -5.6644, 3 -> 1
a : 3.6093, 3 -> 2
c : 4.0846, 4 -> 5
a : -4.8424, 4 -> 7
a : -7.6005, 5 -> 7
c : -1.7773, 5 -> 2
c : -5.5602, 6 -> 1
a : -2.5170, 6 -> 0
d : -2.6634, 7 -> 5
c : -6.6092, 7 -> 0
