a : 5.8682, 0 -> 6
b : 7.1857, 0 -> 7
c : -8.5801, 0 -> 1
d : -0.4327, 0 -> 4
a : -3.8833, 1 -> 1
b : -5.0485, 1 -> 4
c : -0.3429, 1 -> 2
d : 8.3144, 1 -> 3
a : 0.9422, 2 -> 6
b : 5.7910, 2 -> 2
c : -9.2644, 2 -> 0
d : 2.4857, 2 -> 4
a : -3.5194, 3 -> 0
b : 7.5682, 3 -> 7
c : 0.1833, 3 -> 3
d : -0.2632, 3 -> 5
a : 8.4255, 4 -> 5
b : 6.3094, 4 -> 6
c : -3.8328, 4 -> 6
d : 3.5754, 4 -> 7
a : -5.0056, 5 -> 1
b : -2.4560, 5 -> 2
c : 5.9498, 5 -> 7
d : 6.3411, 5 -> 2
a : -8.2288, 6 -> 5
b : 8.5971, 6 -> 0
c : 9.3593, 6 -> 7
d : 2.1277, 6 -> 3
a : -7.7901, 7 -> 4
b : -1.9605, 7 -> 5
c : -4.6480, 7 -> 7
d : 4.1338, 7 -> 2
a : -7.5637, 0 -> 6
a : -5.5988, 0 -> 7
c : 6.6904, 1 -> 0
c : 5.3014, 1 -> 4
d : -8.8800, 2 -> 3
d : -4.3216, 2 -> 1
d : 0.3394, 3 -> 1
a : -7.4152, 3 -> 3
c : -7.0967, 4 -> 0
d : -0.1307, 4 -> 3
d : -5.4774, 5 -> 6
a : 9.8621, 5 -> 4
b : 8.5506, 6 -> 5
d : 7.2064, 6 -> 2
d : -3.0912, 7 -> 5
c : -6.0444, 7 -> 1
