a : -7.2993, 0 -> 4
b : -9.1474, 0 -> 6
c : 5.3601, 0 -> 4
d : 7.5733, 0 -> 4
a : -1.6501, 1 -> 1
b : -2.3070, 1 -> 7
c : 0.6797, 1 -> 6
d : -0.0471, 1 -> 6
a : -5.2866, 2 -> 5
b : 8.5273, 2 -> 2
c : 3.8416, 2 -> 5
d : 9.1943, 2 -> 2
a : 2.8449, 3 -> 0
b : 6.3227, 3 -> 2
c : 1.6547, 3 -> 5
d : 3.2705, 3 -> 7
a : 7.1482, 4 -> 1
b : 4.2120, 4 -> 1
c : 1.3990, 4 -> 5
d : -2.8915, 4 -> 7
a : 0.0872, 5 -> 1
b : 2.7469, 5 -> 4
c : 7.0731, 5 -> 3
d : -5.7050, 5 -> 3
a : 8.5174, 6 -> 6
b : 4.3947, 6 -> 1
c : 1.7661, 6 -> 1
d : 8.2942, 6 -> 5
a : -7.3517, 7 -> 0
b : -2.5354, 7 -> 3
c : -9.1097, 7 -> 3
d : -3.0547, 7 -> 2
d : 4.0439, 0 -> 0
b : -5.2580, 0 -> 1
c : 6.0741, 1 -> 3
c : -8.0099, 1 -> 3
d : -9.7066, 2 -> 0
d : 7.5753, 2 -> 7
b : -4.3792, 3 -> 2
a : -3.6242, 3 -> 6
a : 6.7504, 4 -> 7
c : 9.6719, 4 -> 3
c : -4.6018, 5 -> 4
b : -5.1067, 5 -> 2
d : -9.6424, 6 -> 1
b : 3.1727, 6 -> 2
b : 7.7632, 7 -> 6
d : 4.5397, 7 -> 6
