a : -7.1057, 0 -> 4
b : 1.0377, 0 -> 1
c : -4.3768, 0 -> 4
d : 2.2474, 0 -> 4
a : -9.0729, 1 -> 6
b : 5.9630, 1 -> 6
c : -2.8425, 1 -> 7
d : -1.9421, 1 -> 1
a : -7.8011, 2 -> 2
b : 2.5891, 2 -> 3
c : -7.7237, 2 -> 7
d : 2.5585, 2 -> 3
a : 9.0527, 3 -> 3
b : -0.2442, 3 -> 4
c : 9.0116, 3 -> 1
d : 4.7485, 3 -> 2
a : 9.8997, 4 -> 2
b : -5.9677, 4 -> 3
c : 9.4967, 4 -> 7
d : -5.5391, 4 -> 0
a : -2.3227, 5 -> 5
b : -3.3035, 5 -> 4
c : 8.8522, 5 -> 4
d : -3.4929, 5 -> 6
a : -2.3729, 6 -> 6
b : 7.7866, 6 -> 5
c : -6.7478, 6 -> 7
d : -6.5564, 6 -> 6
a : -5.5905, 7 -> 1
b : -8.3159, 7 -> 4
c : -1.1311, 7 -> 6
d : -9.7952, 7 -> 7
a : -4.4791, 0 -> 4
d : -3.3825, 0 -> 2
c : 5.0996, 1 -> 6
c : -6.6942, 1 -> 0
a : 7.4742, 2 -> 0
d : 2.4932, 2 -> 7
a : -1.2933, 3 -> 5
d : -6.3338, 3 -> 4
b : -6.6230, 4 -> 3
c : -8.8427, 4 -> 7
c : -4.4350, 5 -> 1
b : 5.7850, 5 -> 3
d : -8.1088, 6 -> 0
b : 4.7332, 6 -> 4
c : -5.4811, 7 -> 0
b : 6.6468, 7 -> 3
