a : 6.7412, 0 -> 6
b : 0.5222, 0 -> 1
c : 9.1881, 0 -> 4
d : 2.4706, 0 -> 1
a : 3.1454, 1 -> 0
b : -7.7687, 1 -> 3
c : 2.2212, 1 -> 0
d : -0.6918, 1 -> 2
a : 6.6940, 2 -> 2
b : 8.7677, 2 -> 1
c : 0.4641, 2 -> 4
d : -2.3581, 2 -> 1
a : -5.8882, 3 -> 5
b : 9.1921, 3 -> 5
c : -1.8096, 3 -> 4
d : -5.8894, 3 -> 2
a : -6.2054, 4 -> 2
b : 7.0984, 4 -> 6
c : 8.1785, 4 -> 1
d : -4.2481, 4 -> 3
a : 7.3504, 5 -> 3
b : -8.1753, 5 -> 3
c : -3.2408, 5 -> 5
d : 1.1418, 5 -> 2
a : 7.4629, 6 -> 3
b : -4.4898, 6 -> 1
c : -3.2045, 6 -> 1
d : -9.5170, 6 -> 4
a : -3.8771, 7 -> 1
b : -7.7874, 7 -> 5
c : -3.2664, 7 -> 1
d : 1.5962, 7 -> 0
b : 8.9960, 0 -> 3
a : -7.5895, 0 -> 2
c : 1.2974, 1 -> 1
a : -4.3919, 1 -> 2
b : -4.1778, 2 -> 6
c : 6.6661, 2 -> 7
a : -4.3150, 3 -> 6
c : -0.9227, 3 -> 5
b : -4.0947, 4 -> 7
a : 8.5614, 4 -> 2
a : -3.3130, 5 -> 6
c : 0.1643, 5 -> 1
a : -5.5033, 6 -> 2
c : -9.2800, 6 -> 2
d : -1.3580, 7 -> 0
c : 2.6316, 7 -> 5
