a : 1.1227, 0 -> 4
b : 2.1689, 0 -> 2
c : 0.4380, 0 -> 7
d : 4.1636, 0 -> 1
a : -4.8114, 1 -> 0
b : 5.0257, 1 -> 6
c : -9.2478, 1 -> 3
d : -2.9576, 1 -> 1
a : 7.2335, 2 -> 3
b : -8.8191, 2 -> 2
c : -0.7021, 2 -> 6
d : 4.7747, 2 -> 5
a : 4.0056, 3 -> 5
b : -4.1668, 3 -> 4
c : 6.2458, 3 -> 6
d : -1.9533, 3 -> 4
a : -3.8955, 4 -> 7
b : -4.7443, 4 -> 0
c : 9.7840, 4 -> 0
d : -3.0268, 4 -> 0
a : 8.8732, 5 -> 7
b : 4.7248, 5 -> 0
c : 2.1980, 5 -> 5
d : 4.1611, 5 -> 2
a : 3.4703, 6 -> 7
b : 4.0493, 6 -> 0
c : 7.3607, 6 -> 4
d : 2.5313, 6 -> 6
a : 7.5312, 7 -> 1
b : -8.7722, 7 -> 6
c : 3.4783, 7 -> 6
d : 8.4287, 7 -> 2
a : 8.5876, 0 -> 7
c : 5.6503, 0 -> 0
c : -1.9812, 1 -> 6
c : -1.1579, 1 -> 2
a : -3.0617, 2 -> 1
a : -8.7011, 2 -> 7
d : -1.7213, 3 -> 4
b : -0.4474, 3 -> 1
b : -3.9462, 4 -> 5
a : 7.5110, 4 -> 1
b : -5.4014, 5 -> 5
c : -9.1090, 5 -> 4
d : -2.3698, 6 -> 7
d : 2.4422, 6 -> 7
d : 1.0014, 7 -> 7
c : -5.4447, 7 -> 4
