a : -8.0847, 0 -> 5
b : -6.2579, 0 -> 2
c : 7.7286, 0 -> 2
d : 5.6038, 0 -> 4
a : 2.6984, 1 -> 7
b : 7.2421, 1 -> 0
c : -4.5683, 1 -> 6
d : 6.4079, 1 -> 2
a : -8.6193, 2 -> 4
b : -2.8611, 2 -> 6
c : 5.4054, 2 -> 6
d : -4.5041, 2 -> 5
a : -8.6536, 3 -> 0
b : 8.0147, 3 -> 5
c : -8.9311, 3 -> 1
d : -7.8060, 3 -> 2
a : -5.4533, 4 -> 2
b : -7.6863, 4 -> 2
c : 0.2513, 4 -> 0
d : 3.8323, 4 -> 0
a : -7.9853, 5 -> 4
b : 2.2933, 5 -> 3
c : 1.7446, 5 -> 6
d : 8.9146, 5 -> 2
a : 1.5692, 6 -> 6
b : 8.3152, 6 -> 5
c : 1.9324, 6 -> 1
d : -0.0279, 6 -> 7
a : -7.2600, 7 -> 4
b : 2.2981, 7 -> 1
c : 0.0275, 7 -> 4
d : -3.2758, 7 -> 6
a : -7.0110, 0 -> 7
d : -7.6530, 0 -> 1
b : 4.2008, 1 -> 4
b : 1.1029, 1 -> 3
b : -9.9692, 2 -> 4
d : 6.0535, 2 -> 5
c : 6.7083, 3 -> 6
c : 8.3091, 3 -> 1
b : 4.6096, 4 -> 4
c : -7.7497, 4 -> 7
d : -6.9214, 5 -> 6
a : -5.5950, 5 -> 5
a : -5.9696, 6 -> 5
a : -9.1368, 6 -> 5
d : -7.0850, 7 -> 1
c : -0.2140, 7 -> 7
