a : 1.7036, 0 -> 0
b : 4.9141, 0 -> 1
c : -0.2250, 0 -> 5
d : -8.8516, 0 -> 6
a : 3.1723, 1 -> 4
b : -5.2813, 1 -> 0
c : -7.6539, 1 -> 6
d : -2.8287, 1 -> 3
a : -0.9032, 2 -> 2
b : -3.4681, 2 -> 6
c : -5.8203, 2 -> 6
d : 4.0617, 2 -> 6
a : 9.6328, 3 -> 4
b : -2.7769, 3 -> 3
c : -8.1319, 3 -> 1
d : 5.1993, 3 -> 5
a : -0.4423, 4 -> 4
b : -2.3748, 4 -> 6
c : -0.9273, 4 -> 1
d : -2.3235, 4 -> 7
a : -4.7268, 5 -> 7
b : 2.7890, 5 -> 6
c : -3.5996, 5 -> 2
d : -8.1757, 5 -> 1
a : 0.3380, 6 -> 3
b : 0.4347, 6 -> 0
c : 4.0191, 6 -> 6
d : -7.2715, 6 -> 3
a : 2.4749, 7 -> 3
b : 8.3456, 7 -> 6
c : 7.4994, 7 -> 4
d : -0.4303, 7 -> 0
c : -2.2799, 0 -> 3
a : -4.6785, 0 -> 2
b : -9.2514, 1 -> 0
d : 6.3371, 1 -> 2
d : -2.0443, 2 -> 4
d : 4.3354, 2 -> 4
a : -7.3062, 3 -> 7
c : 8.9484, 3 -> 6
d : 6.9444, 4 -> 7
d : 3.0930, 4 -> 1
b : -8.2357, 5 -> 4
a : 9.0944, 5 -> 7
a : -9.0503, 6 -> 5
b : 2.0376, 6 -> 3
d : 2.1803, 7 -> 2
d : -1.0601, 7 -> 5
