a : -0.0977, 0 -> 5
b : -1.4541, 0 -> 2
c : -7.8151, 0 -> 2
d : -2.7591, 0 -> 5
a : 7.8341, 1 -> 4
b : -8.6754, 1 -> 1
c : 4.7084, 1 -> 1
d : -3.9406, 1 -> 5
a : -7.9303, 2 -> 3
b : -6.6451, 2 -> 4
c : 5.1745, 2 -> 4
d : 5.6087, 2 -> 0
a : 9.5137, 3 -> 4
b : -2.6974, 3 -> 7
c : 8.9879, 3 -> 5
d : -7.8686, 3 -> 7
a : 1.1421, 4 -> 5
b : 1.3333, 4 -> 7
c : -4.7163, 4 -> 7
d : 8.8880, 4 -> 5
a : 1.2242, 5 -> 7
b : 0.5110, 5 -> 5
c : -8.3349, 5 -> 2
d : -2.1676, 5 -> 0
a : 9.0938, 6 -> 0
b : 4.4811, 6 -> 2
c : -8.3924, 6 -> 7
d : -6.7286, 6 -> 3
a : 8.2185, 7 -> 1
b : -4.2798, 7 -> 3
c : -3.9851, 7 -> 5
d : 8.0113, 7 -> 7
b : 6.3183, 0 -> 2
a : 6.2276, 0 -> 0
b : 0.1448, 1 -> 0
b : -1.2319, 1 -> 3
d : -6.6868, 2 -> 7
c : 3.2265, 2 -> 7
d : -1.0079, 3 -> 6
d : 6.2797, 3 -> 1
a : 0.1344, 4 -> 3
d : -0.9655, 4 -> 0
d : 5.5368, 5 -> 1
c : -9.2923, 5 -> 7
a : 8.6719, 6 -> 1
d : 2.5411, 6 -> 3
b : -5.3474, 7 -> 4
b : -2.8580, 7 -> 6
