a : -6.0884, 0 -> 4
b : 6.9826, 0 -> 5
c : -2.5245, 0 -> 4
d : 5.4283, 0 -> 0
a : 1.2955, 1 -> 2
b : -8.4988, 1 -> 4
c : 5.8287, 1 -> 2
d : -6.3837, 1 -> 0
a : -1.6383, 2 -> 4
b : -7.1135, 2 -> 3
c : -4.9801, 2 -> 3
d : -4.6322, 2 -> 6
a : 7.2865, 3 -> 5
b : 6.7872, 3 -> 5
c : 8.2881, 3 -> 3
d : -9.6745, 3 -> 7
a : -7.2487, 4 -> 6
b : 8.4513, 4 -> 0
c : -0.2700, 4 -> 1
d : 2.0290, 4 -> 0
a : -8.9387, 5 -> 5
b : 2.7360, 5 -> 6
c : -1.1702, 5 -> 4
d : 0.3486, 5 -> 7
a : 2.9245, 6 -> 0
b : 7.4501, 6 -> 5
c : -6.6993, 6 -> 1
d : -9.1605, 6 -> 4
a : -5.4295, 7 -> 1
b : 9.2590, 7 -> 7
c : -6.5719, 7 -> 7
d : -5.8679, 7 -> 4
c : -8.2925, 0 -> 7
b : 6.4907, 0 -> 7
c : 6.5713, 1 -> 1
c : -5.5411, 1 -> 4
a : -6.9760, 2 -> 0
a : 2.7057, 2 -> 3
a : 9.5958, 3 -> 4
d : 5.9661, 3 -> 0
d : -9.6829, 4 -> 4
c : -2.9196, 4 -> 0
b : 5.1629, 5 -> 5
a : 0.7955, 5 -> 5
b : -2.5637, 6 -> 2
d : 7.2088, 6 -> 3
c : -8.6556, 7 -> 7
c : 8.1597, 7 -> 7
