a : -1.8175, 0 -> 1
b : 4.0422, 0 -> 1
a : 4.2392, 1 -> 1
b : 4.6949, 1 -> 0
a : -5.1943, 2 -> 5
b : -0.4362, 2 -> 1
a : -1.8983, 3 -> 4
b : -8.1682, 3 -> 4
a : 6.0788, 4 -> 4
b : -9.5993, 4 -> 0
a : -0.0709, 5 -> 2
b : 1.4633, 5 -> 5
a : 4.2998, 6 -> 5
b : -1.4640, 6 -> 2
a : -0.1997, 7 -> 6
b : 5.5578, 7 -> 0
a : -8.1470, 0 -> 4
a : 0.5254, 1 -> 6
b : 4.5474, 2 -> 1
b : -0.1917, 3 -> 0
b : 0.7148, 4 -> 5
b : -7.0343, 5 -> 1
a : -4.8988, 6 -> 1
a : -4.5748, 7 -> 6
b : 0.0197, 1 -> 7
a : 2.7261, 7 -> 3
