a : -3.1594, 0 -> 7
b : -3.0734, 0 -> 1
c : 6.4536, 0 -> 0
d : -1.1368, 0 -> 2
a : -8.8355, 1 -> 5
b : 5.8354, 1 -> 0
c : 3.1658, 1 -> 5
d : -1.7800, 1 -> 3
a : 9.0481, 2 -> 5
b : -6.2449, 2 -> 6
c : -7.0043, 2 -> 3
d : -6.7245, 2 -> 5
a : 1.3906, 3 -> 6
b : 2.8832, 3 -> 2
c : 8.9942, 3 -> 3
d : -5.0313, 3 -> 6
a : -2.7373, 4 -> 2
b : 3.0171, 4 -> 7
c : -5.4726, 4 -> 1
d : -9.5038, 4 -> 1
a : 5.1446, 5 -> 0
b : -0.8072, 5 -> 1
c : 0.8721, 5 -> 5
d : -5.2642, 5 -> 4
a : -8.1037, 6 -> 2
b : -4.0092, 6 -> 3
c : -1.5150, 6 -> 6
d : -7.8696, 6 -> 6
a : -5.4552, 7 -> 3
b : 6.5529, 7 -> 3
c : -0.6646, 7 -> 6
d : 3.2712, 7 -> 0
b : 4.6708, 0 -> 2
a : 3.4779, 0 -> 0
a : -2.6009, 1 -> 7
d : -4.3633, 1 -> 0
b : -9.1777, 2 -> 0
c : 6.3284, 2 -> 4
c : 1.0648, 3 -> 6
b : -5.7621, 3 -> 0
b : 8.0389, 4 -> 6
a : -4.6669, 4 -> 6
c : -1.4806, 5 -> 2
c : -0.0228, 5 -> 3
b : -3.7179, 6 -> 6
b : 6.2676, 6 -> 2
d : -6.2981, 7 -> 0
d : -7.5882, 7 -> 4
