a : -3.6481, 0 -> 7
b : -8.7781, 0 -> 0
c : -3.5239, 0 -> 7
d : -0.3617, 0 -> 0
a : 9.1179, 1 -> 5
b : 0.3599, 1 -> 4
c : -7.7436, 1 -> 5
d : -2.6580, 1 -> 4
a : -6.4858, 2 -> 5
b : -4.9860, 2 -> 3
c : -1.9527, 2 -> 0
d : -5.2102, 2 -> 3
a : 3.2224, 3 -> 4
b : 3.4609, 3 -> 7
c : 3.3350, 3 -> 5
d : -6.9305, 3 -> 3
a : 8.2831, 4 -> 6
b : -6.3300, 4 -> 3
c : -7.2500, 4 -> 2
d : 7.7876, 4 -> 7
a : 3.9553, 5 -> 1
b : -8.7892, 5 -> 6
c : -2.4737, 5 -> 0
d : -0.1960, 5 -> 2
a : 4.0079, 6 -> 4
b : -3.4625, 6 -> 7
c : -4.0752, 6 -> 6
d : -4.1669, 6 -> 6
a : 6.2100, 7 -> 6
b : 7.1410, 7 -> 4
c : 4.3212, 7 -> 5
d : 9.9754, 7 -> 2
b : -6.9481, 0 -> 4
c : -8.1431, 0 -> 7
d : 2.6819, 1 -> 4
b : -5.7110, 1 -> 2
c : 7.4566, 2 -> 6
d : -1.6771, 2 -> 4
b : -8.3179, 3 -> 4
a : 3.4409, 3 -> 7
a : -9.5580, 4 -> 1
a : -9.1879, 4 -> 3
b : 7.5947, 5 -> 1
c : -9.6120, 5 -> 5
d : 3.5823, 6 -> 4
d : 1.1905, 6 -> 1
b : 0.0588, 7 -> 5
b : -2.4839, 7 -> 3
