a : -1.5750, 0 -> 3
b : 0.5500, 0 -> 4
c : 2.3919, 0 -> 5
d : -1.0395, 0 -> 7
a : 2.5833, 1 -> 1
b : -2.7864, 1 -> 7
c : 6.8307, 1 -> 5
d : 5.1140, 1 -> 2
a : 0.8889, 2 -> 6
b : 6.0682, 2 -> 6
c : 1.6700, 2 -> 6
d : 9.6345, 2 -> 6
a : -9.2054, 3 -> 0
b : 6.2382, 3 -> 4
c : -1.5080, 3 -> 0
d : 7.2695, 3 -> 3
a : 6.6531, 4 -> 5
b : 6.7047, 4 -> 7
c : -7.2520, 4 -> 3
d : 5.3904, 4 -> 7
a : 3.3201, 5 -> 1
b : 0.2234, 5 -> 6
c : -3.8143, 5 -> 4
d : -3.6904, 5 -> 3
a : 9.3931, 6 -> 1
b : 5.5981, 6 -> 1
c : 4.9933, 6 -> 0
d : 9.6529, 6 -> 6
a : -2.8835, 7 -> 0
b : 9.8803, 7 -> 5
c : 6.5431, 7 -> 7
d : -9.5539, 7 -> 1
a : 3.6697, 0 -> 4
d : 6.5667, 0 -> 2
d : -1.4503, 1 -> 6
d : -0.3640, 1 -> 0
a : -9.2388, 2 -> 1
b : -5.4766, 2 -> 6
a : 0.1742, 3 -> 6
b : -9.5247, 3 -> 4
d : -9.7699, 4 -> 3
d : -4.0386, 4 -> 5
a : -5.8009, 5 -> 1
b : 1.2449, 5 -> 6
c : -5.0270, 6 -> 2
a : 2.1968, 6 -> 2
a : 1.8904, 7 -> 5
a : -7.3615, 7 -> 2
