a : -1.8854, 0 -> 3
b : 1.4005, 0 -> 2
c : -2.8721, 0 -> 2
d : 0.0633, 0 -> 5
a : -4.7307, 1 -> 7
b : -0.7690, 1 -> 0
c : -4.7278, 1 -> 4
d : 8.1045, 1 -> 5
a : -0.8131, 2 -> 5
b : -6.8357, 2 -> 3
c : 6.0294, 2 -> 5
d : 7.3388, 2 -> 3
a : 8.8641, 3 -> 1
b : 1.8948, 3 -> 4
c : 1.6562, 3 -> 6
d : -1.2026, 3 -> 5
a : 6.9772, 4 -> 6
b : -7.8789, 4 -> 2
c : -0.7143, 4 -> 1
d : 0.8942, 4 -> 1
a : 9.0723, 5 -> 5
b : -8.3407, 5 -> 6
c : -1.7165, 5 -> 3
d : 1.0933, 5 -> 1
a : -9.3938, 6 -> 0
b : -3.4040, 6 -> 4
c : -1.0897, 6 -> 3
d : 3.4078, 6 -> 5
a : 3.6924, 7 -> 5
b : -2.4779, 7 -> 3
c : 1.4636, 7 -> 6
d : 3.1716, 7 -> 5
d : 5.9272, 0 -> 6
a : 3.2412, 0 -> 5
d : -8.9695, 1 -> 6
d : 6.8815, 1 -> 0
b : 3.7869, 2 -> 2
a : -9.7734, 2 -> 7
a : 9.8803, 3 -> 3
a : 8.7404, 3 -> 7
a : -1.1154, 4 -> 3
d : 3.0761, 4 -> 3
c : 7.3344, 5 -> 3
b : -1.2122, 5 -> 0
c : -9.4715, 6 -> 6
b : -4.0754, 6 -> 3
a : -6.9203, 7 -> 4
d : -1.5596, 7 -> 0
