a : 8.2764, 0 -> 6
b : -4.2546, 0 -> 2
c : 8.3465, 0 -> 4
d : 5.4759, 0 -> 6
a : 1.1172, 1 -> 5
b : 3.7379, 1 -> 1
c : 4.3881, 1 -> 1
d : -2.6209, 1 -> 5
a : -5.9977, 2 -> 6
b : 7.4916, 2 -> 2
c : 0.1966, 2 -> 6
d : 0.4882, 2 -> 0
a : -5.5896, 3 -> 1
b : -9.0275, 3 -> 7
c : 3.4202, 3 -> 7
d : -3.3168, 3 -> 0
a : 7.8139, 4 -> 0
b : -1.3878, 4 -> 2
c : -5.6299, 4 -> 3
d : -0.4094, 4 -> 5
a : -5.1016, 5 -> 6
b : 7.4648, 5 -> 3
c : -7.4429, 5 -> 0
d : -2.8389, 5 -> 2
a : -7.8440, 6 -> 5
b : 6.3055, 6 -> 1
c : -9.8823, 6 -> 7
d : -6.3622, 6 -> 7
a : 8.2158, 7 -> 6
b : -5.6541, 7 -> 3
c : -5.4124, 7 -> 1
d : 4.8802, 7 -> 7
a : -8.4827, 0 -> 4
b : 1.6436, 0 -> 2
c : -7.9579, 1 -> 0
b : -1.0540, 1 -> 7
b : 1.0422, 2 -> 5
b : 7.7263, 2 -> 7
b : -3.6238, 3 -> 3
b : 2.9300, 3 -> 2
d : 5.2359, 4 -> 2
d : -8.4068, 4 -> 4
b : 5.1547, 5 -> 6
b : -3.1774, 5 -> 3
a : -7.1599, 6 -> 7
b : 9.8077, 6 -> 4
d : 6.3841, 7 -> 2
b : 9.1667, 7 -> 7
