a : -8.7241, 0 -> 1
b : -9.1304, 0 -> 6
c : -7.8368, 0 -> 5
d : -0.7832, 0 -> 4
a : 8.1006, 1 -> 4
b : -5.3591, 1 -> 0
c : -0.3213, 1 -> 2
d : -6.4870, 1 -> 7
a : 7.3892, 2 -> 3
b : -7.9635, 2 -> 0
c : -6.6393, 2 -> 4
d : 4.7587, 2 -> 5
a : 1.1189, 3 -> 7
b : 7.4702, 3 -> 5
c : 3.9931, 3 -> 0
d : 4.6177, 3 -> 4
a : -6.6778, 4 -> 4
b : 4.8380, 4 -> 0
c : -2.7688, 4 -> 6
d : -0.0061, 4 -> 3
a : -8.2176, 5 -> 7
b : -1.9075, 5 -> 0
c : 7.7263, 5 -> 4
d : -7.7107, 5 -> 4
a : -3.7640, 6 -> 7
b : -4.0067, 6 -> 7
c : 3.4157, 6 -> 6
d : 6.6381, 6 -> 4
a : 9.2791, 7 -> 6
b : 7.2272, 7 -> 2
c : 8.0514, 7 -> 7
d : -9.2884, 7 -> 7
c : -9.8762, 0 -> 7
a : -6.4976, 0 -> 6
b : 5.9179, 1 -> 7
c : 7.7471, 1 -> 0
b : 5.1861, 2 -> 6
d : 9.9815, 2 -> 6
a : -3.4316, 3 -> 4
c : -5.4025, 3 -> 5
c : 2.9675, 4 -> 2
b : 0.2546, 4 -> 7
c : -6.4851, 5 -> 0
a : -1.7407, 5 -> 3
d : -9.0447, 6 -> 3
a : -3.8852, 6 -> 2
c : -2.8108, 7 -> 1
c : 9.3583, 7 -> 0
