a : -2.3918, 0 -> 6
b : -0.5286, 0 -> 6
c : -3.3111, 0 -> 6
d : -2.2660, 0 -> 1
a : 7.6927, 1 -> 5
b : -5.4033, 1 -> 2
c : 8.0397, 1 -> 4
d : 6.0122, 1 -> 1
a : -0.4847, 2 -> 0
b : -4.1362, 2 -> 0
c : -5.1976, 2 -> 2
d : 6.7470, 2 -> 2
a : -9.2419, 3 -> 7
b : -2.1068, 3 -> 5
c : 4.6680, 3 -> 3
d : -3.8178, 3 -> 2
a : 3.0980, 4 -> 5
b : 1.6504, 4 -> 1
c : 7.0034, 4 -> 7
d : 4.5336, 4 -> 1
a : 8.3096, 5 -> 4
b : -2.4065, 5 -> 3
c : -1.9205, 5 -> 2
d : -7.8591, 5 -> 0
a : 0.5863, 6 -> 7
b : -6.3413, 6 -> 6
c : 0.8529, 6 -> 0
d : -9.9563, 6 -> 0
a : 6.1578, 7 -> 5
b : 1.9945, 7 -> 6
c : -1.4045, 7 -> 7
d : -1.0506, 7 -> 1
d : -2.5580, 0 -> 0
d : 9.4566, 0 -> 6
a : -0.5064, 1 -> 6
a : -5.3190, 1 -> 5
b : 4.0990, 2 -> 6
a : -9.8407, 2 -> 4
a : -4.5609, 3 -> 5
d : -4.1219, 3 -> 7
b : 6.0710, 4 -> 4
c : 3.2369, 4 -> 1
d : -7.6930, 5 -> 6
b : -4.9979, 5 -> 3
c : -2.4333, 6 -> 6
a : 7.3132, 6 -> 4
a : 5.7841, 7 -> 3
d : 2.0703, 7 -> 4
