a : 6.9544, 0 -> 2
b : 3.3025, 0 -> 0
c : 0.4668, 0 -> 1
d : 9.4953, 0 -> 4
a : 8.6455, 1 -> 6
b : 6.7258, 1 -> 0
c : 2.3821, 1 -> 5
d : -0.6867, 1 -> 2
a : 8.7811, 2 -> 3
b : -5.4620, 2 -> 6
c : -7.5002, 2 -> 5
d : -1.6796, 2 -> 5
a : -3.6865, 3 -> 2
b : 0.4935, 3 -> 1
c : 3.5145, 3 -> 5
d : -5.2695, 3 -> 5
a : 1.1024, 4 -> 4
b : -5.9332, 4 -> 3
c : -5.2964, 4 -> 7
d : -2.3890, 4 -> 0
a : -2.0351, 5 -> 2
b : 5.2429, 5 -> 2
c : 9.6031, 5 -> 0
d : -8.1380, 5 -> 4
a : -3.3839, 6 -> 7
b : 7.3572, 6 -> 7
c : 6.6284, 6 -> 4
d : -5.4059, 6 -> 0
a : 7.8413, 7 -> 3
b : 4.8164, 7 -> 1
c : 1.3894, 7 -> 6
d : -4.2087, 7 -> 0
d : -9.4172, 0 -> 5
a : 3.5593, 0 -> 5
c : -8.7129, 1 -> 3
a : -7.5504, 1 -> 7
d : 2.8874, 2 -> 0
d : 5.0494, 2 -> 2
b : 4.8738, 3 -> 7
c : 2.2784, 3 -> 2
a : -8.7272, 4 -> 2
d : -5.2306, 4 -> 3
d : -7.6213, 5 -> 3
d : -8.2048, 5 -> 4
d : -4.5977, 6 -> 7
d : -3.6524, 6 -> 5
b : -5.8544, 7 -> 1
a : -2.7275, 7 -> 3
