a : -9.9307, 0 -> 7
b : -8.6066, 0 -> 5
c : 5.7456, 0 -> 6
d : 3.2445, 0 -> 0
a : -1.3275, 1 -> 2
b : 8.6820, 1 -> 7
c : -4.9767, 1 -> 2
d : -0.2931, 1 -> 0
a : 9.2269, 2 -> 7
b : 2.7163, 2 -> 3
c : -7.3735, 2 -> 2
d : 4.4391, 2 -> 6
a : -3.8832, 3 -> 2
b : -8.9387, 3 -> 5
c : -4.1869, 3 -> 6
d : -8.8887, 3 -> 3
a : -9.9485, 4 -> 0
b : -9.6202, 4 -> 3
c : 8.4553, 4 -> 4
d : -5.3955, 4 -> 0
a : -6.3307, 5 -> 7
b : -7.3457, 5 -> 6
c : -0.7277, 5 -> 4
d : 2.7447, 5 -> 4
a : 0.1191, 6 -> 0
b : -3.3953, 6 -> 0
c : -9.4517, 6 -> 4
d : 3.0410, 6 -> 6
a : -8.9808, 7 -> 5
b : -0.1194, 7 -> 2
c : -5.2796, 7 -> 1
d : 4.1034, 7 -> 7
c : 8.2793, 0 -> 1
c : -6.9217, 0 -> 7
b : 5.8382, 1 -> 6
d : 4.4322, 1 -> 4
c : 9.2843, 2 -> 3
d : -5.1802, 2 -> 1
d : 3.1600, 3 -> 4
a : 7.9684, 3 -> 1
b : 4.9549, 4 -> 1
a : 0.3550, 4 -> 3
c : 6.8562, 5 -> 7
b : 9.6938, 5 -> 4
a : 8.0262, 6 -> 7
a : -4.8366, 6 -> 6
c : -6.1864, 7 -> 2
c : -6.1902, 7 -> 1
