a : 5.2087, 0 -> 3
b : 2.7444, 0 -> 6
c : 7.9866, 0 -> 7
d : -1.1490, 0 -> 0
a : 3.3114, 1 -> 0
b : -3.0125, 1 -> 6
c : -2.7483, 1 -> 6
d : 0.9800, 1 -> 1
a : -3.3401, 2 -> 4
b : -3.1606, 2 -> 4
c : 2.2800, 2 -> 4
d : -6.1661, 2 -> 2
a : -5.5813, 3 -> 2
b : 5.6202, 3 -> 6
c : 7.0879, 3 -> 7
d : -8.7500, 3 -> 0
a : -8.3060, 4 -> 0
b : -4.7355, 4 -> 0
c : -5.7458, 4 -> 7
d : 5.7518, 4 -> 1
a : -0.6857, 5 -> 0
b : -2.0529, 5 -> 0
c : 2.6003, 5 -> 4
d : -6.1674, 5 -> 6
a : 5.8099, 6 -> 0
b : 1.2995, 6 -> 0
c : 4.3238, 6 -> 5
d : 5.7002, 6 -> 3
a : 9.8321, 7 -> 4
b : 0.1943, 7 -> 7
c : -0.0018, 7 -> 3
d : -9.4815, 7 -> 6
a : 7.0824, 0 -> 3
b : 2.2735, 0 -> 6
c : -9.2866, 1 -> 7
c : -3.4981, 1 -> 0
a : -0.6996, 2 -> 5
c : -5.9510, 2 -> 7
c : -9.7964, 3 -> 5
a : -2.2465, 3 -> 0
b : 6.1473, 4 -> 2
c : -7.6419, 4 -> 7
c : -2.7785, 5 -> 3
d : 2.3423, 5 -> 0
a : 7.7173, 6 -> 1
a : -3.0701, 6 -> 3
d : 7.9059, 7 -> 2
c : 2.3332, 7 -> 2
