a : 7.6900, 0 -> 1
b : -0.0301, 0 -> 5
c : 1.1646, 0 -> 2
d : 2.5208, 0 -> 0
a : 4.0529, 1 -> 4
b : 1.7533, 1 -> 4
c : 5.3116, 1 -> 7
d : 8.1300, 1 -> 6
a : -5.5994, 2 -> 0
b : -3.2895, 2 -> 0
c : -9.4828, 2 -> 4
d : -1.8442, 2 -> 5
a : -1.7307, 3 -> 0
b : 5.3841, 3 -> 6
c : 7.6477, 3 -> 2
d : 8.6885, 3 -> 5
a : 2.9754, 4 -> 5
b : 8.0766, 4 -> 7
c : 4.6384, 4 -> 3
d : -7.9190, 4 -> 0
a : 3.8890, 5 -> 6
b : 6.1845, 5 -> 1
c : -1.8209, 5 -> 0
d : 2.5723, 5 -> 2
a : 3.8465, 6 -> 2
b : -3.5875, 6 -> 0
c : 2.4509, 6 -> 5
d : 7.5299, 6 -> 4
a : -1.9723, 7 -> 6
b : -5.7214, 7 -> 5
c : 8.3362, 7 -> 2
d : 1.9566, 7 -> 1
a : 8.3794, 0 -> 1
a : 4.4347, 0 -> 7
b : -7.0141, 1 -> 1
a : 1.8991, 1 -> 2
b : -5.8774, 2 -> 0
d : 1.5157, 2 -> 2
c : -8.7600, 3 -> 3
d : 3.9101, 3 -> 0
a : -9.6607, 4 -> 3
a : 5.4445, 4 -> 6
d : -9.5343, 5 -> 6
d : -4.6087, 5 -> 5
c : -1.4990, 6 -> 0
a : -6.7640, 6 -> 7
c : 1.6902, 7 -> 7
d : 0.0379, 7 -> 7
