a : 7.6572, 0 -> 7
b : -6.2867, 0 -> 4
a : 3.8640, 1 -> 7
b : 4.0692, 1 -> 3
a : -1.5934, 2 -> 2
b : -6.6208, 2 -> 3
a : -6.2888, 3 -> 0
b : -0.5567, 3 -> 7
a : 6.5081, 4 -> 4
b : 6.4270, 4 -> 1
a : -7.8486, 5 -> 5
b : 9.5820, 5 -> 2
a : 5.4945, 6 -> 7
b : 2.3034, 6 -> 6
a : -3.1632, 7 -> 0
b : -0.0904, 7 -> 7
a : 3.3420, 0 -> 4
b : 2.7284, 1 -> 0
b : 3.9123, 2 -> 6
a : 2.2164, 3 -> 0
b : -1.7772, 4 -> 0
a : 3.8363, 5 -> 6
b : 8.1708, 6 -> 4
a : -6.8896, 7 -> 0
a : 3.2714, 0 -> 2
a : 8.1765, 7 -> 5
