a : -5.5554, 0 -> 2
b : -8.6535, 0 -> 4
c : 2.5490, 0 -> 1
d : 7.5628, 0 -> 0
a : 5.0438, 1 -> 0
b : -4.2970, 1 -> 2
c : -1.3150, 1 -> 3
d : -8.4926, 1 -> 0
a : 5.7658, 2 -> 0
b : 5.1115, 2 -> 0
c : -2.0579, 2 -> 0
d : 0.1402, 2 -> 7
a : -2.8462, 3 -> 5
b : 7.4317, 3 -> 2
c : 0.3015, 3 -> 2
d : 7.5319, 3 -> 6
a : -8.6457, 4 -> 0
b : -2.3267, 4 -> 1
c : 6.4187, 4 -> 6
d : -2.8709, 4 -> 1
a : -2.0820, 5 -> 5
b : -5.6395, 5 -> 3
c : -3.7867, 5 -> 7
d : -9.8399, 5 -> 4
a : 1.8756, 6 -> 5
b : 2.4821, 6 -> 7
c : 3.2297, 6 -> 6
d : -9.3960, 6 -> 4
a : 6.0793, 7 -> 5
b : 6.9584, 7 -> 3
c : 2.5651, 7 -> 5
d : -5.3239, 7 -> 4
b : 4.0809, 0 -> 3
d : 1.9439, 0 -> 2
c : 9.7595, 1 -> 7
d : -1.8913, 1 -> 6
c : -2.8090, 2 -> 2
b : 4.0004, 2 -> 5
b : -0.7328, 3 -> 2
b : -7.4074, 3 -> 1
b : 6.0708, 4 -> 0
b : 4.8632, 4 -> 1
a : -0.7881, 5 -> 3
d : 3.0858, 5 -> 3
d : 7.6068, 6 -> 4
d : 5.3891, 6 -> 0
d : -3.6449, 7 -> 6
d : -8.2348, 7 -> 4
